keyword,title,channel,url,idea
投資,直播／總統賴清德出席　台灣創投暨私募投資年會,鏡電視直播台,https://www.youtube.com/watch?v=pP8HK-9mdPU,⏭️ 長尺スキップ（PT1H13M29S）
投資,直播／總統賴清德出席　台灣創投暨私募投資年會,鏡新聞,https://www.youtube.com/watch?v=rB_Q4keXvAw,⏭️ 長尺スキップ（PT1H13M11S）
投資,【完整公開】賴清德總統出席 台灣創投暨私募投資年會,USTV 非凡電視,https://www.youtube.com/watch?v=gudB4vNBGHY,⏭️ 長尺スキップ（PT1H11M40S）
株式投資,今日の学長ライブ l Fableおかわりタイム到来/AI時代に稼げる仕事、稼げない仕事/質疑応答タイム長め【7/8 8:30まで】,両学長 リベラルアーツ大学,https://www.youtube.com/watch?v=q7IMlUsrF4Q,⏭️ 長尺スキップ（PT1H50M54S）
株式投資,​​🌙7/7(火)🎋七夕の願いはなんですか？/ 第1066回▷24時間365日毎日ライブ「ぬんの投資おしゃべり部屋」～株・ＦＸ・ゴールド・ビットコインについてみんなおしゃべりしよう！,ぬんの投資おしゃべり部屋-株･FX24時間ライブ,https://www.youtube.com/watch?v=EpQ9pCpHM-o,⏭️ 長尺スキップ（PT11H53M38S）
株式投資,７月８日　朝LIVE！頼むから🙏何かのきっかけで上がってくれ（お祈りモード発動）！米国株投資🇺🇸,米国株ファンダメンタルズ分析家　まもる【米国株】【経済】,https://www.youtube.com/watch?v=0PAEMavHDvo,⏭️ 長尺スキップ（PT2H1M25S）
投資,"Miller Industries (MLR) Stock Analysis | Value Investing Review, Business Model &amp; Competitive Moat",InsightfulValue Official,https://www.youtube.com/watch?v=QDPcqyyG1j4,❌ なし
投資,5分鐘完整掌握巴菲特最核心選股指標－ROE#巴菲特#ROE#價值投資#選股方法#長期投資,小玉股市學社,https://www.youtube.com/watch?v=WEotjTgTNa8,❌ なし
投資,00004 投資理財須知（2）你做對投資嗎？保險、年金、回報很低、不是投資！你必須了解 保險、年金、和其他理財產,CLEC搬运,https://www.youtube.com/watch?v=Qyrwz0J3OA8,❌ なし
投資,00001 投資通訊 1 十二月 投資通訊 12 28 2017 CLEC俱樂部,CLEC搬运,https://www.youtube.com/watch?v=pvl9quJYki0,❌ なし
投資,00003 投資理財須知（1）投資費用和稅務吃掉大部分的獲利 2018年01月02日 CLEC投資理財頻道,CLEC搬运,https://www.youtube.com/watch?v=2HvimQsysBo,❌ なし
投資,00025 投資理財須知6 企業自由現金流折現價值 1300 的 AMAZON 貴嗎 2018年01月14日 CLEC投資理財頻道,CLEC搬运,https://www.youtube.com/watch?v=q9AmAzFSnyg,❌ なし
投資,00022 投資理財須知（ 3 ）讓你提早退休，錢永遠用不完的理財方式！ 2018年01月09日 CLEC投資理財頻道,CLEC搬运,https://www.youtube.com/watch?v=rGfLRbXFjRo,❌ なし
投資,What Makes a SUCCESSFUL EB-5 Project?,FirstPathway Partners FPP,https://www.youtube.com/watch?v=ykt_u7wwGCk,❌ なし
投資,00024 投資理財須知（5）SPY與各股的投資價值 2018年01月12日 CLEC投資理財學院,CLEC搬运,https://www.youtube.com/watch?v=azzSvxF6moU,❌ なし
投資,00029 投資理財須知7美國公司獲利持續成長獲利成長與股價關係 2018年01月31日 CLEC投資理財頻道,CLEC搬运,https://www.youtube.com/watch?v=4HBQbbQFclg,✅ あり → 20260708_223710_4HBQbbQFclg.md
投資,00036 投資理財須知12巴菲特的投資智慧 五 2018年02月03日 CLEC投資理財頻道,CLEC搬运,https://www.youtube.com/watch?v=YM2k6UYTvzI,❌ なし
投資,00035 投資通訊 32018 二月 投資通訊 02 28 2018 台灣和美國 CLEC俱樂部,CLEC搬运,https://www.youtube.com/watch?v=PYR77yEV87g,❌ なし
投資,00030 投資通訊 22018 一月 投資通訊 01 31 2018 台灣投資者投資美國基金和美國指數績效 CLEC俱樂部,CLEC搬运,https://www.youtube.com/watch?v=RBXamA2uprs,❌ なし
投資,00037 投資理財須知13巴菲特的投資智慧 六,CLEC搬运,https://www.youtube.com/watch?v=BHptekud2WY,❌ なし
投資,00034 投資理財須知（11）巴菲特的投資智慧 （四） 2018年02月24日 CLEC投資理財頻道,CLEC搬运,https://www.youtube.com/watch?v=rZrdoc15qNk,❌ なし
投資,00032 投資理財須知（9）巴菲特的投資智慧 （二）2018年02月14日 CLEC投資理財頻道,CLEC搬运,https://www.youtube.com/watch?v=KaAAs0-Apas,❌ なし
