keyword,title,channel,url,idea
株式,【今すぐ確認】FRB衝撃発言で米国株は急下落…その要因と今後の相場予測を徹底解説！新NISA投資家は今すぐ確認してください！,ラプトル研究所,https://www.youtube.com/watch?v=tR86v77byU0,❌ なし
株式,【緊急】FRB議長交代が日経平均を左右する理由,株で億る,https://www.youtube.com/watch?v=ZkZr9MNQT3A,❌ なし
株式,宮島 一晃（みやじま かずあき）さん／遠忠食品株式会社 代表取締役／メイドイン東京の会 会長,COREZOコレゾチャンネル,https://www.youtube.com/watch?v=Rn8e9UBzri8,❌ なし
株式,2026.4.7 株式会社札幌ドーム　社長記者会見,大和ハウス プレミストドーム公式チャンネル,https://www.youtube.com/watch?v=bUw94RkV6uU,❌ なし
株式,【株価下落の真相】AI王者のフジクラ、来期「減益」の正体とは？#フジクラ #5803 #日本株 #株式投資 #投資初心者 #決算 #決算解説#AI関連銘柄 #データセンター #半導体 #NISA ,1分決算解説動画🎥,https://www.youtube.com/watch?v=JJLd30qhKBQ,⏭️ スキップ
株式,三菱重工、 IHIの注目株が信じられない●●へ⁈決算や業績を見る！配当金や株価など,ビジチャン 経済や株,https://www.youtube.com/watch?v=iRHmJSbHSo4,⏭️ スキップ
株式,第一三共がピークから60%下落でPERも激減！「抗がん剤ADCの未来」と長期配当戦略を深掘り#日本株 #第一三共 #製薬株 #高配当株 #配当株投資,スーツキリンのクロさん,https://www.youtube.com/watch?v=njG2pW3CzJc,❌ なし
株式,【米国株市場解説】機関投資家の“異常な大量購入”発生…今の相場で本当に警戒すべきヤバいサインを徹底解説！,江守哲の米国株投資チャンネル,https://www.youtube.com/watch?v=kWCO_1xgAjU,❌ なし
株式,【配当利回り7.86％！】 株主還元アクセル全開の超高配当３銘柄,日本株チャンネル【坂本彰】,https://www.youtube.com/watch?v=GAxcL9WG26Y,❌ なし
株式,【過去最高決算】サムスン電子、AI半導体急騰の理由と今後の株価見通しをアナリストが解説【個別企業を徹底分析 #10】,投資顧問ch【株式投資をプロが応援】,https://www.youtube.com/watch?v=rg4jXZD3RPY,⏭️ スキップ
株式,【株式投資】UEX好決算でストップ高！今日もやったぞ！,老後の投資LIFE,https://www.youtube.com/watch?v=HAoG768VBoo,⏭️ スキップ
株式,【社長インタビュー】株式会社興栄建設_正木様,株式会社149,https://www.youtube.com/watch?v=D_s92uTDWuY,✅ あり → 20260516_060546_D_s92uTDWuY.md
株式,株式会社フレッシュ青果 ミライのアグリ★スター（佐賀県立唐津南高校）,株式会社フレッシュ青果,https://www.youtube.com/watch?v=Bfp98CpoLRc,❌ なし
株式,今の株高はまだ序章かもしれません。S&amp;P500が今後も伸びる“本当の理由”を徹底解説します！【ライオン兄さんコラボ】,鳥海翔の騙されない金融学,https://www.youtube.com/watch?v=DN8YjNuxS2I,❌ なし
株式,【まだ間に合うAI株】2026年からAI電力需要が6倍増！AIインフラど真ん中の出遅れ株を公開｜データセンター建設ラッシュで爆上げ秒読みの国策3銘柄！株価チャートで最適な投資タイミングを図解,たつや先生 インカム投資アカデミー,https://www.youtube.com/watch?v=86sJ42t0oi8,⏭️ スキップ
株式,5/14【株式速報】5日線割れ。日経平均はナスダックだけが頼りとなった。転換の可能性。それはセルインメイの証か。,東京総合研究所 / 金融庁登録の株式投資アドバイス,https://www.youtube.com/watch?v=FAQxKOfImtU,⏭️ スキップ
株式,【高配当✖️日本株】話題の「日本版SCHD」は今すぐ買うべき？楽天・高配当株式・日本ファンドの魅力と注意点、おすすめめできる人を徹底解説！,高橋博士【投資ラボ】,https://www.youtube.com/watch?v=4u-6m2toYt0,⏭️ スキップ
株式,フジクラショック暴落でストップ安　三井住友トラスト　九州FG　あおぞら銀行　ソニーFG　日銀は利上げします。,ちのたま【株式投資】,https://www.youtube.com/watch?v=jROcAmz_eNI,⏭️ スキップ
株式,【2026年5月15日16:00公開】2～4月IPO総チェック～株式新聞の担当記者に聞く,株式新聞【公式】,https://www.youtube.com/watch?v=n1gsXbB3QPQ,❌ なし
株式,【5/14日経225】日経平均 下落／フジクラ 株急落／相場転換サイン,神藤将男の日経225マーケット分析,https://www.youtube.com/watch?v=0M2v-W2AFM0,⏭️ スキップ
株式,5月14日 新高値ブレイク接近中!？ 東証・個別株の上昇銘柄チャートを一挙紹介,デイリー株通信,https://www.youtube.com/watch?v=w1wm5x-pKuw,⏭️ スキップ
株式,決算予想　キオクシア 耳だけ企業分析 | 音速でわかる日本株,耳だけ企業分析 ! 音速でわかる日本株,https://www.youtube.com/watch?v=LXmRA9y3aVk,⏭️ スキップ
株式,9期連続増配中！利回り5.3％！財務も鉄壁銘柄！,高配当株調査隊,https://www.youtube.com/watch?v=hGmpPc7NOp0,❌ なし
株式,なぜあなたの株は上がらないのか？「アルファ資産戦略」が教えるセクターローテーションの正体と、生き残るための「20%テーマ制限」ルール#日本株 #日経平均 #TOPIX #日本株投資,アルファ資産戦略,https://www.youtube.com/watch?v=qzuJLLvXgM8,⏭️ スキップ
株式,【米国株 5/14】さっきから速報が止まりません,ばっちゃまの米国株,https://www.youtube.com/watch?v=gg_RH96Cr3Y,⏭️ スキップ
株式,TODAY&#39;S TOPICS 国内株　5月14日_フジクラS安！・・・がしかし・・,コスモ・ネットレ【岩井コスモ証券 ネット取引】,https://www.youtube.com/watch?v=pTnVjZka8So,❌ なし
