keyword,title,channel,url,idea
株式投資,【６/４】日経1000円下げ、、メタプラ買っちゃったんだけど、、,初心者トレーダーあみちぃ,https://www.youtube.com/watch?v=3cwgEUwEM2Q,⏭️ 長尺スキップ（PT1H26M2S）
株式投資,【株デイトレライブ】＜6/4＞ そろそろ整理をしないと…,ねこま 〜専業トレダーへの道〜【デイトレ・株式投資】,https://www.youtube.com/watch?v=c9XwYj0jl3E,⏭️ 長尺スキップ（PT5H36M7S）
株式投資,【第262回】マステアの株デイトレ配信 2026 06/04,マステアのデイトレ配信,https://www.youtube.com/watch?v=uqOMUw-Nzuc,⏭️ 長尺スキップ（PT7H30M4S）
株式投資,【第14回】むーちゃんと株ちゃん　26/06/04,むーちゃんと株ちゃん,https://www.youtube.com/watch?v=y4uXe6E4vX0,⏭️ 長尺スキップ（PT6H47M26S）
株式投資,日経平均＋1668円＆キオクシア史上最高値更新翌日！ザラバでリアル株のお勉強【株のデイトレードライブ】6/4後場,株のザラバどうでSHOW,https://www.youtube.com/watch?v=AJfS0aH027o,⏭️ 長尺スキップ（PT3H41M19S）
株式投資,【デイトレ/株投機配信】S高ギャンブル狂人録  ～投機で生活費を稼ぐ～ ◯投機 ✕投資,黒澤零の投機で人生逆転ちゃんねる,https://www.youtube.com/watch?v=y9KIJGzL_5Q,⏭️ 長尺スキップ（PT6H8M44S）
株式投資,厳しいです。日経ー１３００円超下げ。6/4 (木) 株ライブトレード・後場,もんちゃんの株日記,https://www.youtube.com/watch?v=CVb1im8P5aA,⏭️ 長尺スキップ（PT3H6M23S）
株式投資,【累計244万勝ち】全面安地獄相場・・・持ち株も爆下げ！！救いは無いんですか？【6/4　後場デイトレード放送】,お祈り株投資家フラム,https://www.youtube.com/watch?v=6KXT6wNR57Y,⏭️ 長尺スキップ（PT3H5M17S）
株式投資,【木曜特集】暗号資産＆次世代テクノロジー徹底分析｜機関投資家の動向とWeb3・AIが変える金融の未来【最新動向・前週比】,take three online,https://www.youtube.com/watch?v=AG8pAOI11OA,⏭️ 長尺スキップ（PT6H33M41S）
投資,資産1000万への最短ルート！実際にやって効果があった方法まとめ【2chお金スレ】,2ch爆益の神スレ,https://www.youtube.com/watch?v=GZP-_mdpwcc,⏭️ 長尺スキップ（PT1H47M26S）
投資,【生配信】16時まで！株、投資で気になること、AI Vtuberあまらぶに今すぐ聞いてみて🤖📈,あまらぶ【AI Vtuber】,https://www.youtube.com/watch?v=d7D3UjOZl7M,⏭️ 長尺スキップ（PT5H13M6S）
投資,【NEW】🔥《天使投資人》 葉辰覺醒十級最強投資天賦，卻選擇投資被挖掉至尊神骨的石浩，被退婚的廢柴蕭焱，遭校花女友分手與眾人嘲諷,动漫魔龙,https://www.youtube.com/watch?v=j0B6EPnseKk,⏭️ 長尺スキップ（PT1H24M5S）
投資,初級會計學三：股東權益與現金流量 02. 投資,臺大開放式課程 NTU OCW,https://www.youtube.com/watch?v=ufnob8RrOjo,⏭️ 長尺スキップ（PT2H10M24S）
株式投資,【株式投資】日本株暴落の大恐慌に備える。【テスタ/株/切り抜き】,テスタの株式相談所【切り抜き】,https://www.youtube.com/watch?v=aWndvnJBKzI,❌ なし
株式投資,【権利落ち優待株】過去のオススメ優待株6選、今から買うのはアリ？買い時を徹底検証【6月お買い得銘柄】,カブジュン株主優待・高配当株,https://www.youtube.com/watch?v=cmSwCOgNBCc,❌ なし
株式投資,【株式投資】人生で初めて株主優待を受け取った感想【投資歴5年】,30代フリーター資産運用チャンネル,https://www.youtube.com/watch?v=_dNy02Vkl0I,✅ あり → 20260605_014836__dNy02Vkl0I.md
株式投資,不動産投資の電話営業がうざい！危険な業者を見極める5つのポイント,税理士大家の夢を叶える不動産投資⭐︎向上委員会,https://www.youtube.com/watch?v=C1GuERfTnkE,❌ なし
株式投資,株のカラクリ完全図解,相場と現場の最前線,https://www.youtube.com/watch?v=o65RWCwKaG8,❌ なし
株式投資,【株式投資：資産公開】日本株保有が辛い！今日も含み損増える。。NTT株買いすぎたかも,なすおの投資物語,https://www.youtube.com/watch?v=7D-XVGIR3yg,❌ なし
株式投資,ただの貯蓄だけではインフレで老後資金が目減りします #nisa #中高年投資 #投資戦略 #インフレ #値上げ,中高年のための出口戦略を考えた投資法,https://www.youtube.com/watch?v=o4uk-cN95t0,❌ なし
株式投資,【イーストスプリング・インベストメンツ株式会社】米国からの分散先を探す～インド最大級の運用力～（2026年5月開催）,マネックスオンデマンド,https://www.youtube.com/watch?v=tFaqAm2N0YM,❌ なし
株式投資,【6月4日(木)東京株式市場】日経平均株価は反落📉中東情勢と米株安が背景／ブロードコム決算で半導体に売り膨らむ／スペースX大型上場を前に宇宙関連に換金売り／ヤマダHDとエディオンの統合報道で関連株上昇,日経CNBC 公式チャンネル,https://www.youtube.com/watch?v=189KSqEBqXI,❌ なし
株式投資,【最新決算速報】ブロードコムの決算を徹底解剖！時間外で下落中！？今後の株価はどうなる？,ジョブスの株式投資,https://www.youtube.com/watch?v=1i3aVxEgyLM,❌ なし
株式投資,予想配当利回り５．４３％！　自動車部品会社　リケンＮＰＲ（6209）について　サラリーマン投資日記,サラリーマン投資日記,https://www.youtube.com/watch?v=L_C_8i6j_KA,❌ なし
株式投資,【品川13時開催❷】なぜ、あなたの投資は「ギャンブル」で終わるのか？ 急落•暴落をチャンスに変える「資金管理」の極意と、退場を回避する3つの売買リズム,日本株投資サークル【刹那会】,https://www.youtube.com/watch?v=94DDSy0kbsw,❌ なし
株式投資,【初心者必見】円安・インフレの中、老後の資産形成としてオススメの投資信託とその理由について解説【新NISA】,配当の地図,https://www.youtube.com/watch?v=BqGpl5IB9PY,⏭️ スキップ
