keyword,title,channel,url,idea
株式,【速報】IHIが過去最高業績！株価どうなる？,カブ耳ラジオ,https://www.youtube.com/watch?v=54PSe7moHLA,⏭️ スキップ
株式,【2026年6月】日経平均6万円でも「置いてけぼり」の超お宝高配当株9選！権利目前の今こそ仕込むべき銘柄を徹底解説#高配当株 #新NISA #日本株 #2026年投資戦略,円の向こう側,https://www.youtube.com/watch?v=pnQ83nnUkro,⏭️ スキップ
株式,【JT(2914)】次期242円へ大幅増配！利益20.5%増の衝撃決算と「最強の高配当株」の買い時を徹底分析#JT #2914 #日本たばこ産業 #決算解説 #高配当株 #増配 #配当性向,株スキー | 株銘柄解説チャンネル,https://www.youtube.com/watch?v=NQMvrewHrGo,⏭️ スキップ
株式,【今週の相場】決算トレード本格化、トヨタ22%減益・スシロー31%増益で明暗。エヌビディア決算控える半導体株の運命は？,うみはら,https://www.youtube.com/watch?v=l2rF-TxU44I,⏭️ スキップ
株式,【日本株】任天堂は完全終了…しかし、ついにあの男が動く‼【投資結果】,肉球 涎次郎【凡人の株式投資】,https://www.youtube.com/watch?v=6BFRcNDhA2I,⏭️ スキップ
株式,【4062イビデン】PER100倍超の真実。AIブームに乗る勝者の戦略,Bull投資研究室,https://www.youtube.com/watch?v=I5_gZA-Cql0,⏭️ スキップ
株式,【半導体本命】キオクシア増産で化ける「日本高純度化学4973」！設備投資ゼロの“ファブレス経営”が叩き出す驚異の利益率と裏側を徹底解説【NAND】,倹約投資家ガネーシャ,https://www.youtube.com/watch?v=EjoKa8YmLiQ,⏭️ スキップ
株式,【2026/5/10(日)17:00～】いざ、高みへ。― 来週の見通し考察LIVE,株屋の立ち話,https://www.youtube.com/watch?v=UL-taoPJAig,⏭️ スキップ
株式,【トヨタ衝撃】最強の円安でも「減益」の絶望。ホルムズ海峡の火種が日本株を襲う。今、投資家が逃げるべき銘柄・拾うべき銘柄とは？,ひろ@投資のお兄さん☆,https://www.youtube.com/watch?v=uz9N1BR3TOM,⏭️ スキップ
株式,【米国投資！NASDAQ/FANG+高値更新中！危険信号が点滅？利確するべきか？】eMAXIS Slim、S&amp;P、レバナス、SPYD、QYLD、VYM、HDV、VOO、QQQ、FANG+、全世界,投資家メ～ルチャンネル,https://www.youtube.com/watch?v=oeMnhc3K7LI,✅ あり → 20260514_021418_oeMnhc3K7LI.md
株式,【ENEOS vs コスモ、最強の高配当株はどっち？】高配株狙いの投資家から人気のあるエネルギー銘柄の魅力を徹底比較！原油価格やイラン情勢の影響も解説するのだ！【ずんだもん深堀り解説】,やさしい資産,https://www.youtube.com/watch?v=WoCEp-ojeMU,✅ あり → 20260514_021533_WoCEp-ojeMU.md
株式,【インデックス億り人】25年間オルカン投資で資産2億円、「普通の人」の投資決定版／サラリーマンなら毎月積立が正解／TOPIXを買わない理由／アクティブ投資の罠《水瀬ケンイチ・賢者の投資術》,楽待 RAKUMACHI,https://www.youtube.com/watch?v=NLXptsCWv3c,✅ あり → 20260514_021632_NLXptsCWv3c.md
株式,【速報】2026年4月から“株の利益が非課税”に!? 知らないと大損する新制度と今すぐ確認すべきポイントを徹底解説【ゆっくり解説】,Koharu (こはる),https://www.youtube.com/watch?v=UqgZQ8wKRPY,✅ あり → 20260514_021746_UqgZQ8wKRPY.md
株式,【防衛関連10倍株候補】川崎重工でも三菱重工でもない!大手の陰に隠れたテンバガーが狙える小型防衛株!,投資家向けの飲料店,https://www.youtube.com/watch?v=x7ZYgo334xo,✅ あり → 20260514_021834_x7ZYgo334xo.md
株式,スッキリ解説、中国仏教史上最大の腐敗…少林寺を「株式会社」に変えた住職が正式に起訴された,経済ラボ,https://www.youtube.com/watch?v=JX4thO0M6Zo,❌ なし
株式,【必見】インデックス投資の全てを解説します｜投資初心者へのススメ,よしおか家の日常,https://www.youtube.com/watch?v=OUrBxRluFDw,✅ あり → 20260514_022010_OUrBxRluFDw.md
株式,【新NISA開始！】でもちょっと待って！高配当株投資の不都合な真実【３選】,日本マネー知識局,https://www.youtube.com/watch?v=GXktsVJxAeg,✅ あり → 20260514_022051_GXktsVJxAeg.md
株式,【2026年最新】永久保有の殿堂入り高配当株。絶対買うべきおすすめ最強銘柄挙げてくぞ！【2chお金スレ】,2CH 金融トピック,https://www.youtube.com/watch?v=Cw-qesi99NU,✅ あり → 20260514_022144_Cw-qesi99NU.md
株式,2026 POLISPAロードレース選手権シリーズ第1戦 Presented by MARUMAE 5月10日(日),株式会社オートポリス,https://www.youtube.com/watch?v=B1_ci67x5aQ,⏭️ スキップ
株式,【異常】ハードワークすぎる25歳サイコパス経営者に密着したら、飯も食わずに21時間働き続けていた。【1日密着】,人生ぶち上げch,https://www.youtube.com/watch?v=VHq_FnT9ca8,❌ なし
株式,利益は株主で分け合う ― EPSを理解する,ochaken,https://www.youtube.com/watch?v=MsBGZONEOf4,⏭️ スキップ
株式,第3回　AI時代の勝者は誰だ｜半導体市場の今後を徹底解説　#株式投資 #資産形成 #投資 #米国株 #解説 #日本株 #半導体 ,空時間に投資情報,https://www.youtube.com/watch?v=avQONknlmow,⏭️ スキップ
株式,割安か割高か ― PERを理解する,ochaken,https://www.youtube.com/watch?v=ZR5Uv25dU_A,❌ なし
株式,日本株、実はまだ序章。AIメモリ株急騰で“異常な資金流入”が起きています【日本株・米国株 投資戦略解説】,金融株式アカデミー,https://www.youtube.com/watch?v=rxrTqfMBU2k,⏭️ スキップ
