keyword,title,channel,url,idea
株式,【4.20】驚愕‼️バロン君の空売り発動！！今週山場👊米国株投資🇺🇸,米国株ファンダメンタルズ分析家　まもる【米国株】【経済】,https://www.youtube.com/watch?v=4M-XVKIGKjk,✅ あり → 20260421_191215_4M-XVKIGKjk.md
株式,【ワイハウ(3823)】株価乱高下の正体！大化けか罠か!?独自M&amp;Aの光と影を徹底解剖,投資判断企業研究Labo,https://www.youtube.com/watch?v=mKXRI853JFo,✅ あり → 20260421_191319_mKXRI853JFo.md
株式,エムディー株式会社｜採用ブランディング動画,エムディー株式会社,https://www.youtube.com/watch?v=5pqI6MpQZms,❌ なし
株式,【第1 7回】株式会社MS-Japan代表取締役会長 CEO 有本 隆浩様,【逆算提案】ゴールから設計する〜大手企業の提案に25年の現場地を伝授〜,https://www.youtube.com/watch?v=mUyk1bwCXxg,✅ あり → 20260421_191446_mUyk1bwCXxg.md
株式,樋屋製薬株式会社 Vol.4,JFN Pods,https://www.youtube.com/watch?v=zusgtQwueWY,❌ なし
株式,株式会社グッドパッチ 2026年8月期 第2四半期決算説明会動画,株式会社グッドパッチ,https://www.youtube.com/watch?v=xMZAK7iLlgk,❌ なし
株式,【セミナー登壇】動画は“再生回数”だけじゃない？｜株式会社サンライズフェロー様主催イベントに登壇しました,映像制作お悩み相談室by株式会社トラストスタジオ,https://www.youtube.com/watch?v=Te52izmOlS0,❌ なし
株式,SpicyTrade Kodiak Sciences Inc ( $KOD ) daily stock analysis,Spicy Trade Stock Technical Analysis ,https://www.youtube.com/watch?v=CsG_k8gP2u8,❌ なし
株式,"SpicyTrade Invesco QQQ Trust, Series 1 ( $QQQ ) daily stock analysis",Spicy Trade Stock Technical Analysis ,https://www.youtube.com/watch?v=9qYD0kqxy9w,❌ なし
株式,SpicyTrade Strategy Inc ( $MSTR ) daily stock analysis,Spicy Trade Stock Technical Analysis ,https://www.youtube.com/watch?v=pcyu-tBFoF0,✅ あり → 20260421_192145_pcyu-tBFoF0.md
株式,4月20日(月)東京マーケット＜寄り付き＞,大和証券グループ公式チャンネル,https://www.youtube.com/watch?v=ETRNIWUbl_U,✅ あり → 20260421_192223_ETRNIWUbl_U.md
株式,【衝撃】老舗お菓子株が5倍急騰！その3つの秘密とは？,マネーパルス,https://www.youtube.com/watch?v=ooQiQbwoJFI,✅ あり → 20260421_192342_ooQiQbwoJFI.md
株式,【混迷を極める米イラン交渉】新興国株式、新興国債券、ゴールドの最適解/インフレ耐性の構築/年率21.6％の運用実績／リスク値を抑える資産相関＜田中純平＞｜新興国ポラリス 2026.4,ピクテ・ジャパン株式会社,https://www.youtube.com/watch?v=p3N9fKa2ofA,❌ なし
株式,あのバンカメが認めた「2026最良のバイオテクノロジー株」を徹底分析！,【株で富裕層】チャコちゃんねる,https://www.youtube.com/watch?v=mZfw-f0L0KQ,✅ あり → 20260421_192537_mZfw-f0L0KQ.md
株式,【あんてなサン】ふぉーかすサン「株式会社アワジテック｣,サンテレビ,https://www.youtube.com/watch?v=hD9OY2gJzEI,❌ なし
株式,【夜間上げほぼ幅帳消し】株のデイトレード予習ライブ,デイトレ塾 - Rょーへー,https://www.youtube.com/watch?v=RmOReGOlJEs,✅ あり → 20260421_192750_RmOReGOlJEs.md
株式,国内最強投資家が２０％爆買いの大量保有割安銘柄３選！,Ana Laura Ferreira Scherer,https://www.youtube.com/watch?v=_XBBTXCgvyk,✅ あり → 20260421_192901__XBBTXCgvyk.md
株式,交渉期限まであと1日！イラン戦争は終わるのか？,田端大学　投資学部,https://www.youtube.com/watch?v=zJVXMgPc2fk,✅ あり → 20260421_193007_zJVXMgPc2fk.md
株式,【第1745回4/20前場速報】日本一はやい日経Live‼情報てんこ盛りで相場把握ができます #日経平均 #株式投資 #live,GAFA投資戦記の日経Live,https://www.youtube.com/watch?v=UBdWaP864Xw,✅ あり → 20260421_193135_UBdWaP864Xw.md
株式,【株式投資銘柄分析】ジャパンインベストメントアドバイザー（7172）JIA株は今が買い時か？絶好調の航空機リースと絶望的な需給データから導くハイエナの結論,ハイエナ投資情報局,https://www.youtube.com/watch?v=XfcVt87OlqY,✅ あり → 20260421_193235_XfcVt87OlqY.md
株式,【2chお金スレ】ガチホ確定の高配当株！ 最強のポートフォリオを晒してけ【2ch有益スレ】2ch 高配当株 投資 新NISA,2chマネー考察ラボ,https://www.youtube.com/watch?v=YtCAM4bXphc,✅ あり → 20260421_193334_YtCAM4bXphc.md
株式,令和８年4月２０日　１回目　前場開始までの株価予想！今日の日本株はどうなる？,横浜ザイバツ ファンクラブ！,https://www.youtube.com/watch?v=X2ul0WBlqzI,✅ あり → 20260421_193530_X2ul0WBlqzI.md
株式,バリバリ株生配信！,佐田志歩のバリバリ伝説,https://www.youtube.com/watch?v=ZDc0p-Y-t7c,✅ あり → 20260421_193639_ZDc0p-Y-t7c.md
株式,【米イラン再び緊張】ホルムズ海峡封鎖でも株が下がらない理由,コアラ先生の相場解説チャンネル,https://www.youtube.com/watch?v=vHebaYc3tZE,⏭️ スキップ
