keyword,title,channel,url,idea
株式,"🚨 BREAKING: TESLA STOCK MAY EXPLODE TOMORROW! TSLA, SPY, QQQ, ES, NQ, NVDA, AAPL, META BTC!",Rey Jay's Trades,https://www.youtube.com/watch?v=1PlUkSrk8P8,✅ あり → 20260502_035809_1PlUkSrk8P8.md
株式,OpenAIがマイクロソフトと独占契約終了。ユナイテッド航空は、アメリカン航空の買収を断念。４月２８日火曜～あす上がる株米国版。最新のアメリカ株価と株式投資。高配当株やデイトレ情報も,株リアルライブ,https://www.youtube.com/watch?v=PZOF_qvWv9w,⏭️ スキップ
株式,S&amp;P500史上最高値 今買っても遅くない 半導体とAIが変える未来  ,S&P500太郎の投資信託図書館,https://www.youtube.com/watch?v=LMtVyLMu61A,✅ あり → 20260502_035913_LMtVyLMu61A.md
株式,"Closing Bell: Micron/Sandisk Gain, Veradermics Surges, Disney Falls | Stock Movers",Bloomberg Podcasts,https://www.youtube.com/watch?v=WTspzzejTHQ,✅ あり → 20260502_040014_WTspzzejTHQ.md
株式,史上最高値圏での攻防は続く。マイクロソフト・OpenAIの独占解消と新CEO配下でのApple製品ロードマップ。11億ドル調達で、英国に第2のディープマインド誕生か？［2026/04/28］,米国株 アメリカ横断ストックTODAY β4,https://www.youtube.com/watch?v=ew7X39gyHCg,✅ あり → 20260502_040108_ew7X39gyHCg.md
株式,日経６万円突破を全力で祝うらいぶ【メンバー限定】,損切り抜刀斎【株式投資】,https://www.youtube.com/watch?v=CshtfWShZR4,✅ あり → 20260502_040206_CshtfWShZR4.md
株式,新年早々、買ったその日に不祥事が発表したトホホな優待株、、、,Ana Laura Ferreira Scherer,https://www.youtube.com/watch?v=Kh3iravUgME,✅ あり → 20260502_040301_Kh3iravUgME.md
株式,S&amp;P500最高値、重要イベント相次ぐ週。｜昨日（2026年4月27日）の米国市場、日本市場まとめ【米国株ニュース】,はちわりの株価分析チャンネル,https://www.youtube.com/watch?v=jIiKArV6NIM,❌ なし
株式,【米国株】この上昇、正直ヤバいです。,もうれつ【米国株投資ch】,https://www.youtube.com/watch?v=B_ZtNuYdLUg,✅ あり → 20260502_040555_B_ZtNuYdLUg.md
株式,【柳家花ごめ2】なんで入ったんですか？協力:株式会社コミュニティメディア,立川こしら-伝統組-,https://www.youtube.com/watch?v=TV7B8P7kbyY,❌ なし
株式,株式会社マネーフォワード主催　個人投資家向けオンライン会社説明会,SBI証券公式チャンネル,https://www.youtube.com/watch?v=bK_fFgORGss,✅ あり → 20260502_040750_bK_fFgORGss.md
株式,OpenAIとマイクロソフト決別へ! AIバブルは半導体を買い漁る競争へ！インテルとエヌビディアを止めるのはブロードコム？アマゾン、Googleか？ [ 4/28  ] #米国株投資マット,米国株投資マット,https://www.youtube.com/watch?v=W2xeHTBXsBw,⏭️ スキップ
株式,【実技試験】ババ商店株式会社　様5 番,ASKA BALI CIREBON,https://www.youtube.com/watch?v=amHR3T6PcUA,⏭️ スキップ
株式,【インド株】2026年1-3月インド株投信の運用状況振り返り,イーストスプリング・インベストメンツ株式会社,https://www.youtube.com/watch?v=9gzjAmao-GE,✅ あり → 20260502_040931_9gzjAmao-GE.md
株式,【F5ネットワークス】AI特需で株価急騰の裏側。粗利率81%の超高収益企業を襲う「ソースコード流出」の闇を徹底解剖,STOCK ARENA米国株,https://www.youtube.com/watch?v=xI9q5PxSGnU,✅ あり → 20260502_041029_xI9q5PxSGnU.md
株式,植田総裁の会見に注目！,岩井コスモ証券,https://www.youtube.com/watch?v=59TQSi9NVKw,✅ あり → 20260502_041134_59TQSi9NVKw.md
株式,4月28日(火)東京マーケットフラッシュ,大和証券グループ公式チャンネル,https://www.youtube.com/watch?v=CLSTWn6mP94,✅ あり → 20260502_041218_CLSTWn6mP94.md
株式,【実技試験】ババ商店株式会社　様15 番,ASKA BALI CIREBON,https://www.youtube.com/watch?v=eWObN0ByzdY,⏭️ スキップ
株式,【X最新情報】米株1500兆円増の真実。日銀利上げとインフレ再燃で変わる投資戦略,失敗しない投資の為の情報収集チャンネル,https://www.youtube.com/watch?v=t0lXllisE80,✅ あり → 20260502_041309_t0lXllisE80.md
株式,【株式会社アイヴィス】リザバー計算を用いた効率的制御則学習 回転型倒立振り子 RC世界モデル+MPPI 高速学習 2分,website ivis,https://www.youtube.com/watch?v=7L-s9GMVPEc,⏭️ スキップ
株式,キーエンス(6861) 工場ゼロで利益率51%の仕組み,企業の競争優位性解説チャンネル,https://www.youtube.com/watch?v=1vTuf_SX4iY,❌ なし
株式,WiFiBOX 日本国内利用30%OFFキャンペーン！ 高速バスドットコム × 株式会社テレコムスクエア コラボ,【公式】高速バスドットコムチャンネル,https://www.youtube.com/watch?v=ibrBST1EwR4,❌ なし
株式,【NE株式会社】「ネクストエンジン」ユーザーの商品が届く新優待の全貌！グロース株の需給を劇的に変える「ファン株主戦略」を徹底解説,決算ちゃん,https://www.youtube.com/watch?v=9Lwv3YvQjCU,✅ あり → 20260502_041616_9Lwv3YvQjCU.md
株式,【パトライト】４分でわかる「iPRO株式会社AIカメラ連携」,株式会社パトライト,https://www.youtube.com/watch?v=2VxZLLJwzJ4,⏭️ スキップ
