keyword,title,channel,url,idea
株式,SBCメディカルグループホールディングス（NASDAQ Global Market・SBC）個人投資家向けオンラインIR説明会【26/4/23開催｜アーカイブ配信】,株式新聞【公式】,https://www.youtube.com/watch?v=aKHVmaD6SQ8,❌ なし
株式,4月30日(木)東京マーケット＜寄り付き＞,大和証券グループ公式チャンネル,https://www.youtube.com/watch?v=J2wJapFN0H4,❌ なし
株式,内外テック 3374 T 【日本株/内外テック】半導体特需でストップ高も「手元現金が減る」異常事態。PER17倍の罠と東エレク依存の闇を徹底解剖【Stock Arena】 video,Stock Arena 株式投資の迷宮,https://www.youtube.com/watch?v=eGedfjRrI5w,✅ あり → 20260503_203659_eGedfjRrI5w.md
株式,BIG Money BUYING Opendoor │ NEW Bullish $8 Analyst Rating │ Latest Vanguard 13G — What It Mean,Behind the Talks,https://www.youtube.com/watch?v=yGDyG6xoGzM,✅ あり → 20260503_203753_yGDyG6xoGzM.md
株式,Dividend Stocks to Buy May 2026,Darth Dividend,https://www.youtube.com/watch?v=EYXK7ILQHF0,✅ あり → 20260503_203829_EYXK7ILQHF0.md
株式,日経先物が5万9千円割れ！GW谷間に急落くるか！？原油は108ドルまで上昇！ホルムズ再び緊迫,田端大学　投資学部,https://www.youtube.com/watch?v=9qVpXNnsUf8,⏭️ スキップ
株式,【第1757回4/30前場速報】日本一はやい日経Live‼情報てんこ盛りで相場把握ができます #日経平均 #株式投資 #live,GAFA投資戦記の日経Live,https://www.youtube.com/watch?v=HwariM9jEx8,⏭️ スキップ
株式,「株式仲買人」コナン・ドイル 著、大久保ゆう 翻訳。,アメリカ空売り屋,https://www.youtube.com/watch?v=Ywfi4IP2kaA,⏭️ スキップ
株式,【特集】日経5万円への最終回答。海外勢が狙う日本の成長株5選,失敗しない投資の為の情報収集チャンネル,https://www.youtube.com/watch?v=GcXB1mWxOGM,✅ あり → 20260503_204119_GcXB1mWxOGM.md
株式,4月30日（木）8時50分～ 【いきなり！ライブトレード】質問大歓迎！リアルトレード【 #日経平均 #日本株 #株式投資 #デイトレード】,紫垣英昭の「株トレード研究所」,https://www.youtube.com/watch?v=aWbcis-LpMQ,✅ あり → 20260503_204228_aWbcis-LpMQ.md
株式,【ラジオ】「YUKO&#39;S ROOM」ゲスト：岡崎製材株式会社 取締役 経営企画室長 八田 壮史 さん,Yuko's Room,https://www.youtube.com/watch?v=RL4biVT_Jeg,⏭️ スキップ
株式,中東危機は投資機会か否か 新興国の労働人口増加国株に注目/NISAつみたて投資枠唯一の新興国アクティブ運用/ブラジル・インドの組入比率引き上げ＜塚本 卓治＞iTrust新興国株式 2026.4,ピクテ・ジャパン株式会社,https://www.youtube.com/watch?v=yPr2BvErIe4,⏭️ スキップ
株式,【先物は急落】株のデイトレード予習ライブ,デイトレ塾 - Rょーへー,https://www.youtube.com/watch?v=InOdnUsaW7U,✅ あり → 20260503_204435_InOdnUsaW7U.md
株式,【株デイトレ】4月最終日プラテンを目指す【260430】,Kurosu Trade. 黒須白永,https://www.youtube.com/watch?v=A4HXoxPnGiM,⏭️ スキップ
株式,人手不足が最強の追い風！富士通・日立・NEC…AIで大化けする「眠れる獅子」たち#株式投資 #日本株 #ntt,家計研究所のマコ所長,https://www.youtube.com/watch?v=n_I4d1-kSbk,✅ あり → 20260503_204612_n_I4d1-kSbk.md
株式,スペースX時価総額250兆円の衝撃。NISA投資家が5月1日までに知っておくべき指数の新ルール。#日本投資機構株式会社 #金融リテラシー #投資,深海の日本株スナイパー,https://www.youtube.com/watch?v=dR3_AzhzcIs,✅ あり → 20260503_204653_dR3_AzhzcIs.md
株式,【株式会社TheNewGate企業理念】TNG Philosophy 紹介動画vol.03,株式会社TheNewGate,https://www.youtube.com/watch?v=4X8TFi8L2NE,❌ なし
株式,【家事代行福利厚生・導入事例】シーズアンドグロース株式会社,ベアーズ🧸 家事代行とハウスクリーニング,https://www.youtube.com/watch?v=c5r63l0iUBM,❌ なし
株式,【4月末資産状況】資産爆増中 イラン情勢停戦でsp500&amp;日経平均市場最高値更新 #資産状況 #最高値更新 #株主優待 #sp500,みどりの投資パパ,https://www.youtube.com/watch?v=2KM3CO-Q2ws,✅ あり → 20260503_204932_2KM3CO-Q2ws.md
株式,原油高、金利上昇、日本株式市場の行方【ゲスト】4月30日 松井証券 窪田朋一郎さん,stockvoice,https://www.youtube.com/watch?v=KiAX1qfad3k,✅ あり → 20260503_205015_KiAX1qfad3k.md
株式,【無双モード】全世界株式、2025年ラスト3ヶ月はどこまで上がる？オルカン最新の月次レポートをチェック,お金と人生ラボ  ,https://www.youtube.com/watch?v=29BG_t_FoQg,❌ なし
株式,【2026年04月30日(木)】マーケットレビュー｜注目銘柄,BONDS,https://www.youtube.com/watch?v=h-kgOh0_sYY,✅ あり → 20260503_205203_h-kgOh0_sYY.md
株式,米国株ダイジェスト_4月30日配信_アナログ半導体が強い理由とは？,コスモ・ネットレ【岩井コスモ証券 ネット取引】,https://www.youtube.com/watch?v=vJGO2xRS2mk,✅ あり → 20260503_205310_vJGO2xRS2mk.md
株式,日本株が遂に覚醒日経平均うなぎ上りの今コレだけ抑えて投資できていれば儲けられます買うべき人買わない方が良い人の特徴とは,投資戦略深掘りチャンネル,https://www.youtube.com/watch?v=bmEjAGP_naY,✅ あり → 20260503_205349_bmEjAGP_naY.md
