keyword,title,channel,url,idea
株式投資,【2chお金スレ】新NISA月5万円積立、複利は何年目から本気で増える？リアル検証,2chマネー裏情報局,https://www.youtube.com/watch?v=AZAP4C_UpNw,⏭️ 長尺スキップ（PT1H58M49S）
株式投資,【2chお金スレ】資産3000万円より投資3000万円！複利で爆増する最強ポートフォリオ【2ch有益スレ】,2ch伝説の投資スレ【資産運用】,https://www.youtube.com/watch?v=9mdZgX75SuE,⏭️ 長尺スキップ（PT2H27M2S）
株式投資,今月5勝0敗【83ヶ月連勝中】2026/7/8前場ー通算-2302戦2022勝280敗ー株実況生配信,シンジのデイトレード,https://www.youtube.com/watch?v=91wMIi0vaWg,⏭️ 長尺スキップ（PT1H39M27S）
株式投資,【2chお金スレ】インデックス投資10年・運用4500万円で確信した「勝てる投資」の真実,2chマネー裏情報局,https://www.youtube.com/watch?v=a3DHLnXRN4k,⏭️ 長尺スキップ（PT1H20M24S）
株式投資,【2chお金スレ】インデックス投資10年・運用4500万円で確信した投資の真実,2chお金の極意,https://www.youtube.com/watch?v=qYaoiNdRYeM,⏭️ 長尺スキップ（PT1H46M46S）
株式投資,後場の追証売り、引けのETFの換金売りにご注意下さい。7/8 (水) 株ライブレード・後場,もんちゃんの株日記,https://www.youtube.com/watch?v=Pq0p8CmHiE8,⏭️ 長尺スキップ（PT3H23M23S）
株式投資,【第38回】むーちゃんと株ちゃん　26/07/08,むーちゃんと株ちゃん,https://www.youtube.com/watch?v=Ufl0cWm8yjU,⏭️ 長尺スキップ（PT6H50M45S）
株式投資,【７/８】日銀ETF売りらしい、、🐰,初心者トレーダーあみちぃ,https://www.youtube.com/watch?v=JVz81WGaW-E,⏭️ 長尺スキップ（PT1H22M56S）
株式投資,【100万デイトレ】7月8日水曜！アジア米国大幅下落・・・終わりの始まりなのか？【投資/株式投資/LIVE/配信/雑談/デイトレード】,だてこのデイトレライブ,https://www.youtube.com/watch?v=k8PsrHP_Vgg,⏭️ 長尺スキップ（PT7H7M28S）
株式投資,【累計331万勝ち】デイトレボロボロでもう何したらいいか分かんなぁい【7/8　後場デイトレード放送】,お祈り株投資家フラム,https://www.youtube.com/watch?v=7K0_u-NTMZM,⏭️ 長尺スキップ（PT3H13M9S）
株式投資,【第286回】マステアの株デイトレ配信 2026 07/08,マステアのデイトレ配信,https://www.youtube.com/watch?v=p-YZacWS4Xg,⏭️ 長尺スキップ（PT7H21M9S）
