rank,word,count
1,調整,13053
2,化け,13036
3,寄り付き,10912
4,発言,219
5,信頼,219
6,条件,166
7,アクション,152
8,リスク,142
9,市場,132
10,利益,124
11,株価,119
12,決算,117
13,主要,110
14,時間,109
15,触媒,106
16,銘柄,100
17,AI,99
18,上昇,97
19,監視,89
20,価格,86
21,観察,86
22,金利,83
23,期間,79
24,業績,77
25,相関,75
26,長期,72
27,タイプ,66
28,半導体,56
29,企業,54
30,局面,54
31,配当,52
32,事業,51
33,前提,50
34,発表,49
35,推奨,49
36,拡大,48
37,ロジック,47
38,関連,47
39,戦略,47
40,平均,47
41,適用,46
42,不明,45
43,売上,45
44,下落,43
45,需要,43
46,保有,38
47,成長,38
48,期待,37
49,日本,35
50,収益,34
51,短期,32
52,利回り,30
53,依存,28
54,転換,27
55,原油,27
56,判断,27
57,予想,26
58,信用,26
59,動向,26
60,改善,26
61,移動,26
62,大化,26
63,受注,25
64,個別,25
65,日経,24
66,リード,23
67,ラグ,23
68,倍率,23
69,継続,22
70,低下,22
71,構造,22
72,悪化,22
73,影響,22
74,安定,22
75,資金,22
76,押し目,21
77,高い,21
78,水準,21
79,レジーム,21
80,政策,20
81,評価,20
82,先行,20
83,増配,20
84,過去,20
85,営業,20
86,優待,20
87,セクター,20
88,材料,19
89,空売り,19
90,中東,19
91,連動,19
92,相場,19
93,回復,19
94,中国,19
95,株主,18
96,指標,18
97,傾向,17
98,回避,17
99,中期,17
100,反発,17
101,ルール,17
102,確認,17
103,増加,17
104,コスト,17
105,減配,17
106,為替,17
107,防衛,17
108,強い,16
109,輸出,16
110,将来,16
111,急騰,16
112,分析,16
113,建設,16
114,変動,16
115,米国,16
116,CB,16
117,目標,15
118,景気,15
119,エヌビディア,15
120,ファンド,14
121,懸念,14
122,大幅,14
123,顧客,14
124,技術,14
125,資産,14
126,情勢,14
127,向上,14
128,発生,14
129,売却,13
130,維持,13
131,生産,13
132,一時,13
133,the,13
134,多い,13
135,直近,13
136,世界,13
137,エネルギー,13
138,暴落,13
139,リターン,13
140,経営,13
141,赤字,13
142,EV,13
143,資本,13
144,圧力,13
145,SOXL,13
146,直後,12
147,予算,12
148,大きく,12
149,指数,12
150,競争,12
151,トレンド,12
152,キャッシュ,12
153,問題,12
154,伸び,12
155,希薄,12
156,会社,11
157,反応,11
158,計上,11
159,基準,11
160,損失,11
161,割安,11
162,ビジネス,11
163,左右,11
164,キオクシア,11
165,to,11
166,解約,11
167,インフラ,11
168,高騰,11
169,ETF,11
170,インデックス,11
171,分野,11
172,需給,11
173,インフレ,11
174,ハイテク,11
175,集約,11
176,ない,11
177,預金,11
178,製造,11
179,自己,10
180,自分,10
181,センター,10
182,電力,10
183,買い,10
184,PER,10
185,集中,10
186,中長期,10
187,確定,10
188,以降,10
189,変化,10
190,開発,10
191,海外,10
192,いい,10
193,シフト,10
194,配当性向,10
195,崩れ,10
196,業界,10
197,商品,10
198,連続,10
199,ブーム,10
200,装置,10
