rank,word,count
1,今期,2621
2,配当,1341
3,みずほ,1317
4,増配,1317
5,最終,1315
6,FG,1315
7,最高,1314
8,連続,1310
9,前期,1309
10,増額,1309
11,発言,164
12,信頼,164
13,条件,142
14,アクション,95
15,リスク,93
16,株価,89
17,上昇,88
18,観察,84
19,期間,83
20,市場,75
21,決算,73
22,相関,73
23,成長,72
24,利益,71
25,タイプ,69
26,金利,67
27,価格,66
28,時間,65
29,主要,59
30,触媒,57
31,監視,57
32,銘柄,54
33,局面,51
34,前提,49
35,AI,49
36,下落,47
37,the,46
38,米国,41
39,推奨,39
40,適用,38
41,ロジック,38
42,利回り,38
43,発表,37
44,関連,37
45,短期,35
46,企業,35
47,需要,34
48,連動,33
49,業績,33
50,日本,33
51,長期,31
52,期待,31
53,原油,30
54,戦略,30
55,売上,29
56,押し目,27
57,平均,26
58,ライン,25
59,中期,25
60,利下げ,25
61,個別,25
62,不明,23
63,判断,23
64,営業,23
65,住宅,23
66,日経,23
67,調整,22
68,of,22
69,事業,22
70,半導体,22
71,構造,20
72,先行,20
73,収益,20
74,トレンド,19
75,拡大,19
76,崩れ,19
77,動向,19
78,to,18
79,相場,18
80,保有,18
81,宇宙,18
82,悪化,17
83,資金,17
84,評価,17
85,高い,17
86,経営,17
87,直近,16
88,レジーム,16
89,依存,16
90,継続,15
91,水準,15
92,転換,15
93,指標,15
94,価値,15
95,赤字,15
96,予想,15
97,メモリ,15
98,in,14
99,確認,14
100,リード,14
101,ラグ,14
102,将来,14
103,売却,14
104,回復,14
105,資産,14
106,リターン,14
107,SpaceX,14
108,EPS,14
109,増加,14
110,キオクシア,14
111,ナスダック,13
112,you,13
113,キャッシュ,13
114,IPO,13
115,強化,13
116,要因,13
117,財務,13
118,ルール,13
119,採用,13
120,is,12
121,that,12
122,過去,12
123,フロー,12
124,傾向,12
125,発行,12
126,技術,12
127,影響,12
128,FRB,12
129,大きく,11
130,材料,11
131,センター,11
132,減益,11
133,暴落,11
134,エヌビディア,11
135,計画,11
136,株主,11
137,インフレ,11
138,三井,11
139,アスファルト,11
140,買収,11
141,内部,10
142,回避,10
143,are,10
144,買い,10
145,非常,10
146,ビット,10
147,コイン,10
148,減少,10
149,低下,10
150,単価,10
151,レバレッジ,10
152,ハイテク,10
153,目標,10
154,高く,10
155,モデル,10
156,会社,10
157,製造,10
158,割安,10
159,住友,10
160,ワラント,10
161,ドル,9
162,発生,9
163,資本,9
164,確定,9
165,急騰,9
166,AMC,9
167,PER,9
168,希薄,9
169,セクター,9
170,時点,9
171,コスト,9
172,維持,9
173,予測,9
174,装置,9
175,情勢,9
176,MS,9
177,行使,9
178,アクティビスト,9
179,on,8
180,ゴールド,8
181,動き,8
182,分析,8
183,高値,8
184,for,8
185,分配,8
186,シェア,8
187,ポジション,8
188,規模,8
189,圧迫,8
190,改善,8
191,インフラ,8
192,見通し,8
193,上場,8
194,株式会社,8
195,想定,8
196,変動,8
197,地政学,8
198,一時,8
199,本業,8
200,サーバー,8
