rank,word,count
1,銘柄,231
2,AI,147
3,配当,144
4,株価,142
5,米国,109
6,長期,102
7,市場,101
8,戦略,99
9,日本,99
10,成長,96
11,決算,95
12,半導体,93
13,企業,75
14,リスク,74
15,保有,71
16,上昇,71
17,関連,68
18,日経,66
19,ポートフォリオ,61
20,資産,57
21,平均,57
22,NISA,55
23,利益,54
24,業績,53
25,期待,53
26,優待,53
27,下落,47
28,高い,47
29,押し目,47
30,利回り,46
31,検討,46
32,増配,42
33,局面,41
34,発表,40
35,活用,37
36,調整,36
37,割安,35
38,分散,35
39,注目,34
40,確認,32
41,株主,32
42,急落,31
43,資金,31
44,有効,30
45,判断,30
46,セクター,30
47,ETF,30
48,安定,29
49,短期,29
50,暴落,29
51,金利,29
52,PER,29
53,収益,29
54,相場,28
55,徹底,27
56,維持,25
57,需要,25
58,中長期,25
59,分析,24
60,向上,21
61,最強,21
62,価格,21
63,急騰,21
64,買い,21
65,継続,20
66,優良,20
67,予想,20
68,拡大,20
69,プロ,20
70,インフラ,19
71,来週,19
72,大手,19
73,構造,19
74,一時,19
75,改善,18
76,マネー,18
77,インフレ,18
78,構築,18
79,初心者,18
80,技術,18
81,需給,18
82,確定,18
83,評価,18
84,理由,18
85,将来,17
86,衝撃,17
87,リターン,17
88,ボラティリティ,17
89,機関,17
90,水準,17
91,指標,17
92,キャッシュ,17
93,製造,17
94,価値,17
95,運用,17
96,指数,17
97,還元,16
98,変動,16
99,PBR,16
100,トレンド,16
101,購入,16
102,自社,16
103,サービス,16
104,インデックス,16
105,ハイテク,16
106,重要,16
107,FANG,16
108,権利,16
109,アドバンテスト,16
110,エントリー,15
111,効率,15
112,推奨,15
113,管理,15
114,売却,15
115,世界,15
116,過熱,15
117,選定,15
118,恩恵,15
119,資本,15
120,考慮,15
121,会社,14
122,コスト,14
123,集中,14
124,売上,14
125,事業,14
126,現金,14
127,実質,14
128,視点,14
129,比率,14
130,強固,13
131,財務,13
132,モデル,13
133,余地,13
134,エネルギー,13
135,時間,13
136,分割,13
137,一部,13
138,ファンド,13
139,過去,13
140,メーカー,13
141,ペット,13
142,イビデン,13
143,方針,12
144,同社,12
145,Google,12
146,チップ,12
147,経済,12
148,コア,12
149,個別,12
150,タイミング,12
151,ポジション,12
152,東京,12
153,増し,12
154,シナリオ,12
155,おすすめ,12
156,テーマ,12
157,復活,12
158,お宝,12
159,任天堂,12
160,ROE,12
161,影響,12
162,積立,12
163,改革,12
164,反発,12
165,TOPIX,12
166,ない,12
167,張り,12
168,サーバー,12
169,最新,12
170,最終,11
171,金融,11
172,選別,11
173,累進,11
174,狙い,11
175,転換,11
176,営業,11
177,良い,11
178,変化,11
179,インテル,11
180,エヌビディア,11
181,マクロ,11
182,ゴールド,11
183,材料,11
184,監視,11
185,連休,11
186,岡本,11
187,基板,11
188,経営,10
189,基盤,10
190,注視,10
191,反応,10
192,チャンス,10
193,お金,10
194,最大,10
195,形成,10
196,非常,10
197,総額,10
198,年間,10
199,センター,10
200,大幅,10
