rank,word,count
1,銘柄,145
2,配当,131
3,株価,101
4,AI,87
5,日本,67
6,企業,65
7,リスク,59
8,成長,58
9,米国,55
10,市場,54
11,半導体,53
12,長期,50
13,決算,45
14,戦略,45
15,保有,43
16,関連,41
17,上昇,39
18,利回り,35
19,利益,33
20,優待,32
21,日経,32
22,業績,31
23,資産,31
24,押し目,30
25,割安,30
26,ポートフォリオ,30
27,下落,29
28,高い,29
29,期待,29
30,検討,28
31,株主,27
32,活用,26
33,暴落,26
34,平均,25
35,Stock,25
36,判断,24
37,需要,24
38,増配,24
39,急落,23
40,局面,23
41,確認,22
42,中長期,22
43,価格,22
44,厳選,22
45,テンバガー,21
46,安定,21
47,分散,21
48,分析,20
49,注目,20
50,to,20
51,自社,18
52,最強,18
53,継続,17
54,最大,17
55,信用,17
56,the,17
57,評価,16
58,需給,16
59,候補,16
60,水準,16
61,理由,16
62,ボラティリティ,16
63,コイン,16
64,確定,16
65,PBR,16
66,徹底,16
67,有効,16
68,ファンド,16
69,価値,15
70,発表,15
71,タイミング,15
72,世界,15
73,拡大,15
74,トレンド,15
75,予想,15
76,PER,15
77,財務,15
78,グループ,14
79,センター,14
80,収益,14
81,付近,14
82,三菱商事,14
83,The,14
84,改善,13
85,資金,13
86,会社,13
87,不足,13
88,反発,13
89,調整,13
90,監視,13
91,海外,13
92,変動,13
93,購入,13
94,業界,13
95,経済,13
96,資源,13
97,証券,13
98,is,13
99,還元,12
100,ソニー,12
101,エントリー,12
102,管理,12
103,短期,12
104,資本,12
105,物流,12
106,考慮,12
107,大型,12
108,コスト,12
109,NTT,12
110,相場,12
111,キャッシュ,12
112,運用,12
113,富士通,12
114,材料,12
115,上場,11
116,倍率,11
117,建設,11
118,インフラ,11
119,シナリオ,11
120,パランティア,11
121,同社,11
122,防衛,11
123,ビット,11
124,指標,11
125,重視,11
126,権利,11
127,限定,11
128,契約,11
129,ライン,11
130,移動,11
131,連続,11
132,ない,10
133,技術,10
134,構造,10
135,ch,10
136,過去,10
137,進捗,10
138,経営,10
139,OpenAI,10
140,分割,10
141,事業,10
142,転換,10
143,買い,10
144,マネー,10
145,お金,9
146,推移,9
147,注視,9
148,安値,9
149,規模,9
150,変圧,9
151,注意,9
152,大きく,9
153,大量,9
154,比率,9
155,先物,9
156,マーケット,9
157,強い,9
158,為替,9
159,増加,9
160,機関,9
161,イラン,9
162,選定,9
163,構築,9
164,達成,9
165,ビジネス,9
166,強気,9
167,狙い,9
168,生活,9
169,比較,9
170,US,9
171,ライブ,8
172,重要,8
173,選別,8
174,維持,8
175,歪み,8
176,セクター,8
177,強化,8
178,自己,8
179,個別,8
180,速報,8
181,商社,8
182,チャンス,8
183,ドル,8
184,手法,8
185,原油,8
186,効率,8
187,政府,8
188,累進,8
189,中東,8
190,将来,8
191,予測,8
192,フロー,8
193,チップ,8
194,IPO,8
195,ETF,8
196,住宅,8
197,最新,8
198,NISA,8
199,実質,8
200,対策,8
