rank,word,count
1,ない,16204
2,途方,16197
3,下げ,10802
4,切り下げ,5392
5,資金,1040
6,信頼,600
7,条件,591
8,発言,584
9,期間,537
10,観察,525
11,タイプ,509
12,お金,464
13,重要,454
14,戦略,372
15,暴落,366
16,味方,347
17,行動,347
18,要素,337
19,置き場,336
20,市場,304
21,時間,286
22,自分,236
23,最大,235
24,感情,235
25,成功,232
26,若い,232
27,失敗,231
28,自身,229
29,子供,224
30,仕分け,224
31,住宅,224
32,費用,224
33,リフォーム,223
34,進学,223
35,上昇,160
36,長期,141
37,期待,139
38,継続,136
39,資産,135
40,売却,135
41,過去,129
42,相場,127
43,変動,121
44,段階,120
45,選択,118
46,売買,116
47,仕掛け,116
48,計画,115
49,形成,114
50,多い,114
51,投入,114
52,有効,114
53,アプローチ,113
54,原因,113
55,多く,113
56,パターン,113
57,強調,112
58,世代,112
59,難しい,112
60,丁寧,112
61,商品,112
62,選び方,112
63,ケース,112
64,アクション,86
65,利益,73
66,AI,71
67,相関,63
68,局面,59
69,適用,58
70,リスク,57
71,株価,55
72,決算,50
73,企業,49
74,推奨,48
75,ロジック,48
76,金利,47
77,売上,47
78,銘柄,41
79,前提,40
80,ゴールド,39
81,触媒,38
82,主要,38
83,監視,37
84,下落,36
85,価格,36
86,成長,32
87,米国,30
88,利上げ,30
89,高い,28
90,日本,27
91,発表,27
92,関連,26
93,増加,26
94,トレンド,25
95,the,25
96,ルール,25
97,マイクロン,25
98,セクター,24
99,インフレ,24
100,業績,24
101,リード,23
102,コスト,23
103,不明,22
104,依存,22
105,判断,21
106,レジーム,21
107,保有,20
108,所得,20
109,需要,20
110,ラグ,19
111,指標,19
112,半導体,18
113,影響,18
114,原油,18
115,収益,18
116,不動産,17
117,低下,16
118,評価,16
119,供給,16
120,反応,15
121,確認,15
122,センター,15
123,中期,15
124,価値,15
125,指数,15
126,連動,14
127,短期,14
128,先行,14
129,進行,14
130,配当,14
131,営業,14
132,平均,14
133,個別,13
134,国内,13
135,of,13
136,拡大,13
137,将来,13
138,ショック,13
139,ドル,13
140,SecondFi,12
141,to,12
142,環境,12
143,マイナス,12
144,事業,12
145,構造,12
146,預金,12
147,損益,12
148,金融,11
149,回復,11
150,比率,11
151,政府,11
152,FRB,11
153,利下げ,11
154,動向,11
155,調達,11
156,基準,11
157,サイクル,11
158,急騰,11
159,エネルギー,11
160,利回り,11
161,利息,11
162,強気,11
163,大きく,10
164,and,10
165,we,10
166,保険,10
167,電力,10
168,FANG,10
169,課税,10
170,集中,10
171,獲得,10
172,改善,10
173,状態,10
174,税率,10
175,ビット,10
176,コイン,10
177,問題,9
178,ライン,9
179,転換,9
180,MU,9
181,債券,9
182,時点,9
183,押し目,9
184,調整,9
185,NISA,9
186,確定,9
187,悪化,9
188,現金,9
189,工場,9
190,ソフトバンク,9
191,買い,9
192,日経,9
193,固定,9
194,世界,9
195,政策,9
196,減価,9
197,償却,9
198,北部,9
199,カルダノ,8
200,構築,8
