rank,word,count
1,発言,81
2,信頼,81
3,条件,75
4,アクション,54
5,市場,49
6,株価,42
7,リスク,41
8,観察,37
9,利益,35
10,上昇,34
11,時間,34
12,期間,32
13,the,31
14,銘柄,30
15,触媒,30
16,主要,30
17,決算,29
18,企業,28
19,相関,28
20,価格,28
21,監視,27
22,短期,27
23,高値,27
24,タイプ,26
25,資産,25
26,適用,24
27,推奨,24
28,ロジック,24
29,前提,24
30,成長,24
31,長期,23
32,運用,22
33,配当,22
34,AI,22
35,戦略,21
36,下落,20
37,金利,19
38,収益,18
39,高い,18
40,局面,17
41,個別,17
42,売却,16
43,発表,15
44,期待,15
45,平均,15
46,ルール,14
47,ライン,14
48,to,14
49,反発,14
50,改善,13
51,保有,13
52,評価,13
53,希薄,13
54,of,13
55,調整,13
56,維持,12
57,日本,12
58,将来,12
59,予測,12
60,判断,12
61,水準,12
62,継続,12
63,依存,12
64,押し目,12
65,and,12
66,生活,12
67,トレンド,12
68,政策,11
69,大きく,11
70,業績,11
71,割安,11
72,発行,11
73,上値,11
74,賃上げ,10
75,悪化,10
76,半導体,10
77,構造,10
78,所得,10
79,退職,10
80,優待,10
81,化学,10
82,資金,9
83,中期,9
84,需要,9
85,ラグ,9
86,比率,9
87,リード,9
88,形成,9
89,先行,9
90,利回り,9
91,不明,9
92,買い,9
93,信用,9
94,改革,8
95,景気,8
96,関連,8
97,PER,8
98,状態,8
99,不動産,8
100,レジーム,8
101,強い,8
102,個人,8
103,日経,8
104,確認,8
105,Stock,8
106,is,8
107,キャッシュ,8
108,ピーク,8
109,that,8
110,加速,7
111,現金,7
112,受注,7
113,原材料,7
114,専門,7
115,購入,7
116,The,7
117,RSI,7
118,出来高,7
119,フジクラ,7
120,循環,6
121,海外,6
122,経済,6
123,高く,6
124,低下,6
125,拡大,6
126,能力,6
127,機関,6
128,前後,6
129,ない,6
130,傾向,6
131,懸念,6
132,ゴールド,6
133,木造,6
134,効果,6
135,billion,6
136,四半期,6
137,転換,6
138,接近,6
139,前場,6
140,just,6
141,安値,6
142,急落,6
143,we,6
144,ATM,6
145,戻り,5
146,動向,5
147,会社,5
148,増配,5
149,世界,5
150,終了,5
151,増加,5
152,預金,5
153,推移,5
154,イメージ,5
155,事業,5
156,流れ,5
157,連動,5
158,影響,5
159,体質,5
160,タイミング,5
161,残り,5
162,パフォーマンス,5
163,分析,5
164,移行,5
165,燃料,5
166,契約,5
167,エントリー,5
168,ショート,5
169,償却,5
170,課税,5
171,圧縮,5
172,物件,5
173,本業,5
174,for,5
175,変動,5
176,フロー,5
177,反転,5
178,PTS,5
179,気配,5
180,極端,5
181,突破,5
182,エヌビディア,5
183,移動,5
184,It,5
185,SaaS,5
186,コスト,4
187,大事,4
188,選定,4
189,実行,4
190,進捗,4
191,注視,4
192,徹底,4
193,インフラ,4
194,自己,4
195,資本,4
196,低く,4
197,製品,4
198,販売,4
199,高騰,4
200,目標,4
