rank,word,count
1,這樣,7263
2,那些即,7256
3,信託,3067
4,充当,3063
5,ポイント,3057
6,the,2992
7,購入,2044
8,not,1489
9,and,1488
10,you,1486
11,is,1198
12,for,1192
13,own,1188
14,積立,1023
15,SpaceX,910
16,on,893
17,through,891
18,will,599
19,crowd,599
20,be,597
21,what,597
22,which,595
23,bought,595
24,here,595
25,If,594
26,first,594
27,real,594
28,your,594
29,You,594
30,money,594
31,losing,594
32,value,594
33,in,307
34,Nasdaq,305
35,that,304
36,of,304
37,The,302
38,And,301
39,inclusion,301
40,company,299
41,by,299
42,it,299
43,financial,298
44,That,298
45,th,298
46,this,298
47,next,298
48,three,298
49,weeks,298
50,as,298
51,Friday,298
52,times,298
53,revenue,298
54,insider,298
55,selling,298
56,beginning,298
57,with,298
58,from,298
59,Do,298
60,part,298
61,Be,298
62,Levi,298
63,Strauss,298
64,er,298
65,analysis,297
66,gave,297
67,perspective,297
68,mainstream,297
69,media,297
70,sharing,297
71,Subscribe,297
72,notifications,297
73,because,297
74,months,297
75,ahead,297
76,trades,297
77,window,297
78,lockup,297
79,expiry,297
80,wave,297
81,numbers,297
82,data,297
83,framework,297
84,navigating,297
85,exactly,297
86,comes,297
87,story,297
88,did,297
89,end,297
90,June,297
91,In,297
92,many,297
93,ways,297
94,just,297
95,smarter,297
96,chapter,297
97,investors,297
98,start,297
99,until,297
100,stops,297
101,cheering,297
102,So,297
103,action,297
104,plan,297
105,already,297
106,understanding,297
107,Starlink,297
108,wonderful,297
109,rocket,297
110,division,297
111,Xi,297
112,Morningstar,297
113,says,297
114,could,297
115,destroy,297
116,all,297
117,sounds,297
118,like,297
119,maximum,297
120,extraction,297
121,excitement,297
122,turn,296
123,発言,114
124,信頼,114
125,条件,105
126,市場,89
127,リスク,71
128,アクション,70
129,AI,61
130,観察,60
131,成長,58
132,相関,58
133,期間,54
134,長期,53
135,企業,47
136,株価,47
137,タイプ,45
138,監視,42
139,時間,42
140,触媒,40
141,主要,39
142,価格,35
143,銘柄,35
144,資金,35
145,上昇,33
146,コスト,32
147,金利,32
148,ロジック,31
149,前提,31
150,適用,29
151,推奨,29
152,配当,27
153,局面,26
154,利益,26
155,判断,26
156,下落,26
157,資産,26
158,業績,26
159,需要,25
160,高い,24
161,戦略,21
162,不明,21
163,連動,21
164,継続,20
165,資本,20
166,インフレ,19
167,平均,19
168,期待,19
169,決算,18
170,経済,18
171,ファンド,18
172,NVIDIA,18
173,海外,17
174,ルール,17
175,半導体,17
176,米国,16
177,低下,16
178,実質,16
179,インデックス,16
180,変動,15
181,影響,15
182,日経,15
183,暴落,15
184,売却,15
185,トレンド,15
186,運用,15
187,債券,15
188,保険,14
189,不動産,14
190,指数,14
191,悪化,14
192,PER,14
193,依存,14
194,電力,14
195,為替,13
196,維持,13
197,整備,13
198,増加,12
199,売上,12
200,評価,12
