rank,word,count
1,銘柄,281
2,AI,223
3,株価,185
4,配当,161
5,決算,148
6,半導体,145
7,市場,144
8,戦略,143
9,日本,135
10,成長,131
11,上昇,120
12,利益,115
13,リスク,102
14,関連,97
15,企業,95
16,押し目,94
17,平均,92
18,期待,86
19,資産,83
20,長期,82
21,検討,79
22,日経,78
23,ポートフォリオ,77
24,発表,71
25,高い,71
26,中長期,68
27,注目,67
28,米国,66
29,インフラ,65
30,業績,65
31,調整,62
32,局面,60
33,高値,59
34,保有,55
35,増配,55
36,株主,54
37,相場,51
38,短期,50
39,金利,50
40,分析,50
41,収益,49
42,有効,49
43,下落,48
44,資金,48
45,割安,47
46,修正,45
47,利回り,45
48,優待,45
49,電力,44
50,安定,44
51,需要,44
52,継続,42
53,徹底,42
54,拡大,41
55,セクター,41
56,株式会社,40
57,価格,39
58,トレンド,39
59,評価,38
60,急騰,38
61,分散,38
62,ライン,37
63,タイミング,37
64,建設,37
65,エントリー,36
66,銀行株,36
67,予想,35
68,上方,34
69,アドバンテスト,34
70,急落,34
71,維持,33
72,ボラティリティ,32
73,同社,31
74,水準,31
75,確認,31
76,活用,30
77,構築,30
78,金融,30
79,向上,29
80,形成,29
81,ニュース,29
82,移動,29
83,会社,28
84,経済,28
85,PER,28
86,世界,28
87,一時,28
88,the,28
89,判断,27
90,シフト,27
91,過去,26
92,付近,26
93,NISA,25
94,キャッシュ,25
95,最高,25
96,材料,25
97,Stock,25
98,連続,25
99,更新,25
100,日銀,25
101,突破,24
102,改善,24
103,還元,24
104,比率,24
105,監視,23
106,ポジション,23
107,推奨,23
108,価値,23
109,一部,23
110,暴落,23
111,効率,23
112,センター,23
113,個人,23
114,バリュー,23
115,利上げ,23
116,大幅,23
117,コスト,22
118,変動,22
119,環境,22
120,理由,22
121,今日,22
122,資本,22
123,減益,22
124,事業,21
125,製造,21
126,増益,21
127,現金,21
128,管理,21
129,テクニカル,21
130,お金,21
131,証券,21
132,サポート,20
133,構造,20
134,集中,20
135,PBR,20
136,自社,20
137,転換,20
138,視点,20
139,ディスコ,20
140,注視,19
141,ビジネス,19
142,回復,19
143,NTT,19
144,強い,19
145,時間,19
146,チャート,19
147,重要,19
148,反発,19
149,確定,19
150,強化,18
151,グループ,18
152,指標,18
153,最新,18
154,売却,18
155,循環,18
156,慎重,17
157,製品,17
158,システム,17
159,装置,17
160,影響,17
161,累進,17
162,最大,17
163,心理,17
164,初心者,17
165,of,16
166,to,16
167,考慮,16
168,業界,16
169,STOCK,16
170,先行,16
171,フロー,16
172,インカムゲイン,16
173,運用,16
174,技術,16
175,意識,16
176,見通し,16
177,東京,16
178,警告,16
179,銀行,16
180,増加,16
181,amp,16
182,加速,16
183,素材,16
184,動き,15
185,指数,15
186,最強,15
187,明確,15
188,メーカー,15
189,推移,15
190,分割,15
191,衝撃,15
192,危険,15
193,機関,15
194,地政学,15
195,政策,15
196,デイトレ,15
197,for,14
198,we,14
199,開発,14
200,景気,14
