rank,word,count
1,市場,34
2,信頼,34
3,条件,33
4,発言,32
5,上昇,30
6,金利,26
7,観察,23
8,株価,21
9,銘柄,21
10,アクション,19
11,相関,18
12,リスク,16
13,利益,16
14,期間,16
15,AI,16
16,局面,16
17,価格,16
18,香港,16
19,タイプ,15
20,企業,14
21,時間,13
22,期待,13
23,関連,13
24,将来,13
25,決算,12
26,主要,12
27,監視,11
28,消費,11
29,触媒,10
30,適用,10
31,ロジック,10
32,前提,10
33,住宅,10
34,推奨,9
35,価値,9
36,資産,9
37,規制,9
38,判断,8
39,影響,8
40,資金,8
41,東面,8
42,強化,8
43,銀行,8
44,下落,7
45,指数,7
46,時点,7
47,リード,7
48,ラグ,7
49,米国,7
50,低下,7
51,調整,7
52,開発,7
53,本土,7
54,口座,7
55,先行,6
56,FND,6
57,長期,6
58,インフレ,6
59,会社,6
60,動き,6
61,稼働,6
62,短期,6
63,中東,6
64,情勢,6
65,資本,6
66,支出,6
67,インフラ,6
68,道路,6
69,発展,6
70,移動,6
71,原油,6
72,戦略,5
73,ルール,5
74,ポジション,5
75,IT,5
76,拡大,5
77,確認,5
78,固定,5
79,取引,5
80,指標,5
81,高い,5
82,大きく,5
83,政府,5
84,物件,5
85,安全,5
86,物価,5
87,個別,4
88,不明,4
89,発表,4
90,反応,4
91,動向,4
92,評価,4
93,周期,4
94,構築,4
95,需要,4
96,中期,4
97,四半期,4
98,成長,4
99,依存,4
100,日本,4
101,以降,4
102,損益,4
103,分岐,4
104,ソフトウェア,4
105,セクター,4
106,燃料,4
107,赤字,4
108,収益,4
109,土瓜,4
110,不動産,4
111,計画,4
112,地下鉄,4
113,整備,4
114,場所,4
115,初期,4
116,突破,4
117,中国,4
118,大型,4
119,中略,3
120,天井,3
121,十分,3
122,連動,3
123,設備,3
124,電力,3
125,供給,3
126,完全,3
127,維持,3
128,地政学,3
129,新規,3
130,改善,3
131,予測,3
132,JX,3
133,金属,3
134,直近,3
135,積層,3
136,セラミック,3
137,コンデンサー,3
138,強い,3
139,検討,3
140,労働,3
141,金融,3
142,レジーム,3
143,個人,3
144,巨額,3
145,参入,3
146,沒有換,3
147,環境,3
148,風水,3
149,交通,3
150,維港,3
151,すべて,3
152,エリア,3
153,保有,3
154,押し目,3
155,反発,3
156,新聞,3
157,對外投,3
158,開設,3
159,懸念,3
160,移転,3
161,基本,3
162,原料,3
163,航空,3
164,NVIDIA,2
165,最新,2
166,縮小,2
167,いい,2
168,崩れ,2
169,分散,2
170,実態,2
171,高く,2
172,構造,2
173,技術,2
174,分野,2
175,認識,2
176,ポートフォリオ,2
177,接続,2
178,ミス,2
179,ブーム,2
180,増大,2
181,抄底,2
182,到来,2
183,成本,2
184,高金利,2
185,回復,2
186,遅延,2
187,コスト,2
188,張り,2
189,業界,2
190,不況,2
191,ビジネス,2
192,モデル,2
193,自社,2
194,本質,2
195,破壊,2
196,中古,2
197,成立,2
198,購入,2
199,規模,2
200,リフォーム,2
