rank,word,count
1,信頼,93
2,発言,91
3,市場,89
4,条件,84
5,観察,65
6,期間,50
7,相関,48
8,アクション,46
9,タイプ,45
10,上昇,44
11,株価,43
12,リスク,37
13,下落,35
14,価格,33
15,決算,31
16,主要,30
17,時間,28
18,触媒,26
19,利益,26
20,銘柄,26
21,企業,26
22,前提,25
23,日本,25
24,指数,23
25,監視,22
26,金利,22
27,長期,22
28,資産,21
29,推奨,21
30,短期,21
31,適用,20
32,ロジック,20
33,局面,19
34,平均,19
35,戦略,18
36,半導体,17
37,判断,17
38,動向,17
39,関連,17
40,信用,16
41,利回り,15
42,高値,15
43,相場,15
44,拡大,15
45,不明,14
46,高い,14
47,コスト,14
48,影響,14
49,トレンド,14
50,発表,14
51,ゴールド,14
52,指標,13
53,リード,13
54,ラグ,13
55,利上げ,13
56,押し目,13
57,上場,13
58,売買,13
59,評価,13
60,連動,13
61,レジーム,13
62,依存,13
63,社長,13
64,設備,13
65,配当,12
66,予想,12
67,ドル,12
68,保有,12
69,発電,12
70,資金,12
71,中国,12
72,売却,12
73,大阪,12
74,資本,11
75,業績,11
76,個別,11
77,金融,11
78,ルール,11
79,米国,11
80,変動,11
81,VIX,11
82,事業,10
83,方向,10
84,AI,10
85,FANG,10
86,債券,10
87,MOVE,10
88,OpenAI,10
89,人口,10
90,継続,9
91,買い,9
92,以降,9
93,日経,9
94,経済,9
95,出来高,9
96,持ち株,9
97,ブレイク,9
98,集中,9
99,洋上,9
100,韓国,8
101,FRB,8
102,需要,8
103,圧力,8
104,生産,8
105,調整,8
106,移動,8
107,本格,8
108,メーカー,8
109,天井,8
110,風力,8
111,EU,8
112,都心,8
113,グループ,7
114,考慮,7
115,パニック,7
116,需給,7
117,インフレ,7
118,ボラティリティ,7
119,ウラン,7
120,開発,7
121,供給,7
122,いい,7
123,大幅,7
124,成長,7
125,量産,7
126,価値,7
127,自動,7
128,輸出,7
129,離脱,7
130,エリア,7
131,維持,6
132,小型,6
133,直近,6
134,分析,6
135,ハイテク,6
136,解消,6
137,傾向,6
138,高く,6
139,マイクロン,6
140,代金,6
141,モメンタム,6
142,過去,6
143,商品,6
144,戦争,6
145,構成,6
146,設定,6
147,プラス,6
148,表面,6
149,TOPIX,6
150,成功,6
151,Anthropic,6
152,システム,6
153,担保,6
154,インド,6
155,英国,6
156,赤字,5
157,大きい,5
158,回復,5
159,減益,5
160,比率,5
161,更新,5
162,環境,5
163,日銀,5
164,ない,5
165,悪化,5
166,その後,5
167,時候,5
168,材料,5
169,ポートフォリオ,5
170,コモディティ,5
171,同社,5
172,世界,5
173,能力,5
174,電化,5
175,大きく,5
176,テクノロジー,5
177,安値,5
178,先行,5
179,徹底,5
180,シェア,5
181,確認,5
182,恐怖,5
183,会社,5
184,PER,5
185,急増,5
186,トー,5
187,予測,5
188,チェーン,5
189,インフラ,5
190,危機,5
191,急落,5
192,動き,5
193,向上,5
194,Microsoft,5
195,期待,5
196,反発,5
197,海外,5
198,計画,5
199,移民,5
200,自己,4
