rank,word,count
1,銘柄,364
2,AI,231
3,配当,219
4,株価,218
5,市場,180
6,関連,162
7,日本,140
8,企業,139
9,半導体,131
10,上昇,126
11,成長,123
12,リスク,123
13,戦略,120
14,米国,113
15,決算,113
16,高い,98
17,長期,98
18,平均,98
19,注目,96
20,業績,94
21,日経,92
22,優待,91
23,検討,87
24,利益,84
25,押し目,82
26,期待,79
27,需要,77
28,インフラ,76
29,資産,73
30,増配,68
31,局面,67
32,継続,66
33,保有,66
34,技術,66
35,トレンド,65
36,中長期,64
37,分析,63
38,利回り,62
39,相場,56
40,ポートフォリオ,55
41,資金,54
42,下落,54
43,防衛,54
44,セクター,51
45,発表,51
46,株主,51
47,収益,50
48,予想,49
49,調整,48
50,高値,47
51,拡大,45
52,判断,45
53,センター,44
54,短期,42
55,評価,42
56,有効,41
57,価格,40
58,最新,40
59,分散,39
60,速報,39
61,タイミング,39
62,世界,38
63,NISA,38
64,修正,37
65,宇宙,37
66,安定,37
67,急騰,37
68,上方,36
69,割安,35
70,暴落,35
71,活用,35
72,NTT,35
73,事業,34
74,影響,34
75,維持,33
76,徹底,33
77,製造,33
78,売上,32
79,買い,32
80,監視,32
81,経済,32
82,原油,31
83,エントリー,31
84,金利,31
85,初心者,30
86,指数,30
87,通信,30
88,大幅,30
89,ch,30
90,更新,29
91,形成,29
92,上場,28
93,反発,28
94,変動,28
95,ニュース,28
96,お金,28
97,安川電機,28
98,金属,28
99,好調,27
100,ファンド,27
101,ソフトウェア,27
102,中東,27
103,テクニカル,27
104,フジクラ,27
105,確認,26
106,最大,26
107,構造,26
108,考慮,26
109,メーカー,25
110,ライン,25
111,確定,25
112,受注,25
113,景気,25
114,分割,25
115,過去,24
116,機械,24
117,価値,24
118,株式会社,24
119,懸念,24
120,改善,24
121,金融,24
122,JX,24
123,最高,23
124,地政学,23
125,転換,23
126,一時,23
127,指標,23
128,売却,22
129,強い,22
130,ボラティリティ,22
131,積立,22
132,効率,22
133,運用,21
134,開発,21
135,重要,21
136,向上,21
137,選別,21
138,停戦,21
139,理由,21
140,トレード,21
141,権利,21
142,材料,21
143,設備,21
144,PER,20
145,製品,20
146,提供,20
147,環境,20
148,個別,20
149,シフト,20
150,回復,20
151,需給,20
152,基準,20
153,出来高,20
154,東京,19
155,マーケット,19
156,確保,19
157,ETF,19
158,管理,19
159,同社,19
160,強化,19
161,コスト,19
162,付近,19
163,注意,19
164,構築,19
165,水準,19
166,海外,19
167,減配,19
168,スレ,19
169,視点,18
170,素材,18
171,自動,18
172,動向,18
173,選定,18
174,慎重,18
175,狙い,18
176,プロ,18
177,SQ,18
178,分野,18
179,還元,18
180,ファーストリテイリング,17
181,インフレ,17
182,産業,17
183,食品,17
184,モデル,17
185,比率,17
186,要因,17
187,急落,17
188,マクロ,17
189,移動,17
190,生活,17
191,いい,17
192,背景,17
193,ローツェ,17
194,IOWN,17
195,証券,16
196,モメンタム,16
197,チャート,16
198,信託,16
199,明確,16
200,インデックス,16
