rank,word,count
1,敵意,11900
2,相手,5950
3,信頼,77
4,AI,74
5,条件,71
6,発言,69
7,観察,43
8,アクション,39
9,市場,39
10,リスク,38
11,期間,36
12,株価,36
13,相関,33
14,関連,33
15,企業,32
16,タイプ,31
17,銘柄,30
18,上昇,26
19,指数,26
20,利益,25
21,主要,24
22,適用,23
23,成長,23
24,価格,22
25,時間,21
26,戦略,21
27,長期,21
28,NASDAQ,21
29,触媒,20
30,推奨,20
31,ロジック,20
32,前提,20
33,製品,18
34,連動,17
35,コスト,17
36,資産,17
37,経済,17
38,監視,16
39,売上,16
40,消費,16
41,ルール,15
42,局面,15
43,高い,15
44,圧力,14
45,半導体,14
46,判断,13
47,評価,13
48,米国,13
49,需要,13
50,平均,12
51,出来高,12
52,依存,11
53,負債,11
54,増加,11
55,計画,11
56,運用,11
57,能力,11
58,個別,10
59,変動,10
60,崩れ,10
61,重点,10
62,インフラ,10
63,リターン,10
64,上場,10
65,積立,10
66,台湾,10
67,Anthropic,10
68,ロング,9
69,確定,9
70,レジーム,9
71,決算,9
72,目標,9
73,お金,9
74,分散,9
75,指標,9
76,発表,9
77,技術,9
78,四半期,9
79,輸出,9
80,ドル,8
81,突破,8
82,継続,8
83,確認,8
84,エントリー,8
85,付近,8
86,業績,8
87,価値,8
88,考慮,8
89,比率,8
90,購入,8
91,不明,8
92,期待,8
93,時点,8
94,住宅,8
95,非常,8
96,家計,8
97,修繕,8
98,要因,7
99,費用,7
100,改善,7
101,保有,7
102,毎月,7
103,集中,7
104,通信,7
105,演算,7
106,電力,7
107,設備,7
108,ライン,6
109,ブレイクアウト,6
110,押し目,6
111,サポート,6
112,相場,6
113,資金,6
114,PER,6
115,回復,6
116,ない,6
117,低下,6
118,構成,6
119,下落,6
120,配当,6
121,悪化,6
122,事業,6
123,発生,6
124,信託,6
125,ブーム,6
126,大型,6
127,ハイテク,6
128,時価,6
129,総額,6
130,上位,6
131,証券,6
132,高値,6
133,以降,6
134,生産,6
135,需給,6
136,恩恵,6
137,出口,6
138,新高,6
139,TMH,6
140,キオクシア,6
141,短期,5
142,レジスタンス,5
143,為替,5
144,維持,5
145,調整,5
146,影響,5
147,目線,5
148,構造,5
149,ポジション,5
150,インフレ,5
151,部分,5
152,理由,5
153,日本,5
154,金額,5
155,シフト,5
156,向上,5
157,不足,5
158,利回り,5
159,金利,5
160,効果,5
161,景気,5
162,大きい,5
163,物価,5
164,活用,5
165,資本,5
166,リード,5
167,ラグ,5
168,増大,5
169,MLCC,5
170,規模,5
171,ローン,5
172,控除,5
173,固定,5
174,Snowflake,5
175,SaaS,5
176,AMD,5
177,分析,4
178,なく,4
179,ゾーン,4
180,直近,4
181,ソフトバンク,4
182,グループ,4
183,乖離,4
184,巨額,4
185,中期,4
186,改革,4
187,高く,4
188,将来,4
189,飲食,4
190,業界,4
191,最近,4
192,防衛,4
193,アステラス,4
194,開発,4
195,販促,4
196,既存,4
197,更新,4
198,遅延,4
199,自動車,4
200,一定,4
