rank,word,count
1,株価,3148
2,条件,125
3,発言,123
4,信頼,120
5,市場,111
6,観察,76
7,アクション,71
8,リスク,71
9,上昇,57
10,期間,54
11,資産,53
12,金利,52
13,タイプ,51
14,相関,48
15,利益,47
16,銘柄,46
17,AI,44
18,前提,43
19,戦略,41
20,時間,39
21,適用,38
22,主要,38
23,推奨,37
24,ロジック,36
25,下落,35
26,触媒,35
27,価格,33
28,局面,32
29,平均,31
30,監視,28
31,日本,28
32,ルール,28
33,企業,27
34,トレンド,26
35,米国,24
36,短期,23
37,暴落,22
38,長期,22
39,事業,22
40,指数,22
41,連動,21
42,we,21
43,依存,19
44,資金,19
45,生活,19
46,ライン,19
47,移動,19
48,判断,18
49,成長,18
50,高い,17
51,価値,17
52,to,17
53,レジーム,16
54,調整,16
55,継続,16
56,保有,15
57,形成,15
58,不明,15
59,改善,15
60,サーバー,15
61,損失,14
62,配当,14
63,崩れ,14
64,個別,14
65,相場,14
66,リード,13
67,ラグ,13
68,需要,13
69,銀行株,13
70,コスト,13
71,海外,13
72,売上,13
73,押し目,13
74,関連,13
75,飲料,13
76,環境,12
77,地政学,12
78,要因,12
79,構造,12
80,銀行,12
81,返済,12
82,利回り,12
83,ビット,12
84,コイン,12
85,確保,11
86,インデックス,11
87,インフレ,11
88,預金,11
89,理由,11
90,大きく,11
91,お金,11
92,ニュース,11
93,需給,11
94,転換,11
95,空売り,11
96,基準,11
97,突破,11
98,動向,11
99,the,11
100,決算,11
101,メモリ,11
102,リターン,10
103,変動,10
104,取引,10
105,今日,10
106,技術,10
107,低下,10
108,ドル,10
109,分析,10
110,収益,10
111,サポート,10
112,付近,10
113,be,10
114,for,10
115,エントリー,10
116,防衛,9
117,購入,9
118,確定,9
119,半導体,9
120,世界,9
121,完全,9
122,発生,9
123,自動,9
124,拡大,9
125,運用,9
126,ローン,9
127,原油,9
128,集中,9
129,増加,9
130,ゴールド,9
131,確認,9
132,統合,9
133,プラットフォーム,9
134,QQQ,9
135,国内,9
136,中略,9
137,低位,8
138,売却,8
139,悪化,8
140,競争,8
141,維持,8
142,高値,8
143,評価,8
144,貸出,8
145,住宅,8
146,日経,8
147,BTC,8
148,直近,8
149,増配,8
150,変化,8
151,方向,8
152,SPY,8
153,活用,7
154,メリット,7
155,材料,7
156,金融,7
157,信用,7
158,期待,7
159,非常,7
160,支出,7
161,ETF,7
162,向上,7
163,展開,7
164,生産,7
165,CISD,7
166,could,7
167,赤字,7
168,小型,7
169,レンジ,7
170,オルカン,6
171,先物,6
172,比率,6
173,考慮,6
174,債券,6
175,毎年,6
176,効率,6
177,ない,6
178,多く,6
179,優位,6
180,選定,6
181,売買,6
182,課税,6
183,以降,6
184,業績,6
185,爆発,6
186,三井,6
187,住友,6
188,分散,6
189,経済,6
190,効果,6
191,先行,6
192,警戒,6
193,時点,6
194,タイミング,6
195,急騰,6
196,FIRE,6
197,収入,6
198,反発,6
199,休場,6
200,注視,6
