rank,word,count
1,信頼,41
2,AI,40
3,発言,39
4,条件,39
5,市場,38
6,関連,29
7,観察,28
8,銘柄,25
9,半導体,24
10,期間,24
11,電池,24
12,タイプ,22
13,相関,21
14,価格,21
15,アクション,19
16,株価,19
17,リスク,18
18,監視,17
19,量子,17
20,固体,17
21,下落,15
22,トレンド,15
23,EV,15
24,中国,13
25,the,13
26,コンピュータ,13
27,時間,12
28,主要,12
29,セクター,12
30,SK,12
31,動向,12
32,上昇,12
33,戦略,11
34,平均,11
35,前提,11
36,相場,11
37,企業,11
38,技術,11
39,短期,10
40,触媒,10
41,局面,10
42,日本,10
43,適用,10
44,リード,10
45,ラグ,10
46,推奨,9
47,ロジック,9
48,長期,9
49,連動,9
50,バブル,9
51,液体,9
52,移動,8
53,指数,8
54,保有,8
55,資金,8
56,力士,8
57,HBM,8
58,リチウム,8
59,サポート,7
60,反発,7
61,米国,7
62,動き,7
63,自動,7
64,反転,7
65,要因,7
66,金利,7
67,to,7
68,ソフトバンク,7
69,グループ,7
70,イオン,7
71,継続,6
72,売買,6
73,注文,6
74,高い,6
75,発生,6
76,判断,6
77,先進,6
78,経済,6
79,銀行,6
80,韓国,6
81,ニュース,6
82,ナスダック,6
83,KOSPI,6
84,and,6
85,be,6
86,新規,6
87,フィジカル,6
88,量産,6
89,ハイテク,6
90,先行,5
91,確認,5
92,利益,5
93,拡大,5
94,基本,5
95,依存,5
96,不明,5
97,期待,5
98,世界,5
99,ボラティリティ,5
100,マーケット,5
101,転換,5
102,既存,5
103,you,5
104,上場,5
105,IPO,5
106,延期,5
107,トヨタ,5
108,素材,5
109,ローテーション,5
110,影響,4
111,東京,4
112,注目,4
113,日経,4
114,非常,4
115,重要,4
116,明確,4
117,直近,4
118,調整,4
119,指標,4
120,機能,4
121,資産,4
122,一方向,4
123,ポジション,4
124,決済,4
125,含み損,4
126,悪化,4
127,レジーム,4
128,反映,4
129,三星,4
130,分野,4
131,能力,4
132,競争,4
133,規模,4
134,DRAM,4
135,キオクシア,4
136,ヘッド,4
137,ライン,4
138,言及,4
139,ゴールド,4
140,中東,4
141,情勢,4
142,RSI,4
143,that,4
144,at,4
145,証拠,4
146,機関,4
147,報道,4
148,富士通,4
149,開始,4
150,工場,4
151,顧客,4
152,コスト,4
153,エレクトロン,3
154,KOKUSAI,3
155,安値,3
156,SOX,3
157,完全,3
158,上下,3
159,変動,3
160,負け,3
161,配当,3
162,業績,3
163,株数,3
164,維持,3
165,投票,3
166,収益,3
167,裝產能,3
168,サムスン,3
169,電子,3
170,パッケージング,3
171,進行,3
172,破裂,3
173,生存,3
174,時代,3
175,連鎖,3
176,共同,3
177,ハイニックス,3
178,理由,3
179,きっかけ,3
180,下げ,3
181,ベース,3
182,産業,3
183,VXN,3
184,ボラティリティインデックス,3
185,有事,3
186,人民,3
187,強気,3
188,ll,3
189,more,3
190,逆行,3
191,on,3
192,NBIS,3
193,we,3
194,this,3
195,フィックスターズ,3
196,保険,3
197,研究,3
198,Open,3
199,メーカー,3
200,距離,3
