rank,word,count
1,銘柄,138
2,株価,96
3,配当,94
4,市場,63
5,戦略,60
6,関連,58
7,上昇,56
8,日本,54
9,長期,51
10,決算,51
11,米国,50
12,企業,45
13,資産,45
14,平均,43
15,検討,43
16,日経,41
17,AI,41
18,リスク,40
19,相場,39
20,成長,39
21,防衛,38
22,利益,38
23,ポートフォリオ,37
24,発表,35
25,注目,34
26,業績,34
27,増配,34
28,押し目,33
29,下落,33
30,高い,32
31,保有,31
32,利回り,30
33,暴落,30
34,資金,29
35,局面,27
36,最高,26
37,期待,26
38,中長期,25
39,予想,25
40,分析,25
41,収益,24
42,監視,23
43,セクター,23
44,トレンド,23
45,半導体,23
46,タイミング,22
47,継続,22
48,優待,22
49,金利,21
50,短期,21
51,the,19
52,割安,19
53,エントリー,18
54,ボラティリティ,18
55,HD,18
56,事業,18
57,金融,17
58,オプション,17
59,確認,17
60,調整,17
61,ch,17
62,Stock,17
63,AMC,17
64,過去,16
65,好調,16
66,確定,16
67,会社,16
68,株主,16
69,需要,16
70,材料,16
71,連続,16
72,安定,15
73,ゴールド,15
74,急落,15
75,有効,15
76,技術,15
77,水準,14
78,売却,14
79,最新,14
80,グループ,14
81,パル,14
82,向上,13
83,活用,13
84,比率,13
85,運用,13
86,管理,13
87,地政学,13
88,一部,13
89,同社,13
90,転換,13
91,営業,13
92,宇宙,13
93,イラン,12
94,狙い,12
95,形成,12
96,高く,12
97,to,12
98,原油,12
99,徹底,12
100,価格,12
101,修正,12
102,停戦,11
103,個別,11
104,銀行株,11
105,変動,11
106,見通し,11
107,マン,11
108,中東,11
109,情勢,11
110,amp,11
111,コスト,11
112,恩恵,11
113,構築,11
114,維持,11
115,理由,11
116,センター,11
117,ライブ,11
118,大手,11
119,マネー,11
120,ハイテク,11
121,分割,11
122,銀行,10
123,金属,10
124,証券,10
125,将来,10
126,保険,10
127,評価,10
128,構造,10
129,悪化,10
130,移動,10
131,拡大,10
132,規模,10
133,スレ,10
134,ビジネス,10
135,速報,10
136,増益,10
137,チャート,9
138,今週,9
139,回復,9
140,環境,9
141,お金,9
142,反発,9
143,インフレ,9
144,判断,9
145,初心者,9
146,積立,9
147,還元,9
148,強化,9
149,視点,9
150,REIT,9
151,ファンダメンタルズ,9
152,増額,9
153,精密,9
154,加工,9
155,信用,9
156,動向,8
157,大きく,8
158,of,8
159,is,8
160,キャッシュ,8
161,全部,8
162,資本,8
163,更新,8
164,緊急,8
165,ETF,8
166,価値,8
167,購入,8
168,自社,8
169,減配,8
170,改善,8
171,エネルギー,8
172,大型,8
173,明日,8
174,経常,8
175,上方,8
176,ディスコ,8
177,需給,8
178,激減,8
179,放電,8
180,Broadcom,8
181,新株,8
182,予約,8
183,トレード,7
184,テクニカル,7
185,分散,7
186,財務,7
187,影響,7
188,老後,7
189,生活,7
190,重要,7
191,増加,7
192,発生,7
193,景気,7
194,ヘッジ,7
195,買い,7
196,プロ,7
197,裁定,7
198,方針,7
199,大幅,7
200,集中,7
