rank,word,count
1,株価,285
2,銘柄,274
3,市場,186
4,企業,166
5,上昇,163
6,配当,139
7,戦略,131
8,利益,118
9,リスク,112
10,下落,109
11,日本,92
12,押し目,89
13,関連,89
14,原油,87
15,価格,87
16,AI,81
17,高い,79
18,急騰,78
19,資産,77
20,発表,77
21,注目,76
22,業績,73
23,暴落,71
24,成長,60
25,短期,59
26,買収,59
27,局面,58
28,資金,58
29,ペニー,57
30,長期,55
31,保有,55
32,利回り,54
33,期待,53
34,将来,52
35,平均,52
36,NXMR,50
37,タイミング,48
38,シェア,46
39,日経,46
40,割安,45
41,分析,45
42,米国,45
43,キャンセル,45
44,PR,45
45,半導体,44
46,防衛,43
47,ボラティリティ,43
48,規模,42
49,ポートフォリオ,42
50,優待,42
51,発生,42
52,判断,40
53,中東,40
54,決算,40
55,パニック,39
56,ニュース,39
57,株主,38
58,一時,38
59,調整,38
60,自社,37
61,安定,36
62,水準,36
63,価値,36
64,監視,36
65,収益,35
66,拡大,34
67,評価,34
68,急落,34
69,セクター,34
70,中長期,33
71,向上,33
72,インフレ,33
73,検討,33
74,増配,32
75,情勢,31
76,需要,31
77,WSFT,31
78,コスト,30
79,継続,30
80,エントリー,30
81,需給,30
82,事業,29
83,金融,29
84,TRADING,29
85,NEWS,29
86,ストック,28
87,影響,27
88,供給,27
89,KATX,27
90,改善,26
91,確定,26
92,材料,26
93,理由,26
94,懸念,26
95,nyse,26
96,増加,25
97,ライン,25
98,地政学,25
99,to,25
100,維持,24
101,トレンド,24
102,相場,24
103,経済,24
104,nasdaq,24
105,還元,23
106,大きく,23
107,過去,23
108,テクニカル,23
109,連続,23
110,活用,22
111,購入,22
112,現金,22
113,回復,22
114,確認,22
115,反発,22
116,エネルギー,22
117,イベント,22
118,IFXY,22
119,形成,21
120,買い,21
121,金利,21
122,ポテンシャル,21
123,比率,21
124,先物,21
125,小型,21
126,分散,21
127,ポジティブ,21
128,the,21
129,技術,20
130,PBR,20
131,確保,20
132,生活,20
133,リターン,20
134,ドル,20
135,低位,20
136,キャッシュ,19
137,ポジション,19
138,売上,19
139,予想,19
140,通貨,19
141,取引,19
142,多く,19
143,最大,18
144,選定,18
145,管理,18
146,圧力,18
147,分割,18
148,修正,18
149,優良,18
150,悪化,18
151,恩恵,18
152,イラン,18
153,消却,18
154,経営,17
155,インフラ,17
156,重要,17
157,トレード,17
158,ETF,17
159,指標,17
160,徹底,17
161,受注,17
162,開発,17
163,海運,17
164,効率,16
165,損失,16
166,転換,16
167,大手,16
168,加速,16
169,不安,16
170,are,16
171,示唆,15
172,通信,15
173,単価,15
174,不安定,15
175,環境,15
176,心理,15
177,元本,15
178,営業,15
179,集中,15
180,製造,15
181,オプション,15
182,ホルムズ,15
183,海峡,15
184,出来高,15
185,EJA,15
186,実施,14
187,近い,14
188,危機,14
189,好調,14
190,要因,14
191,緊迫,14
192,売却,14
193,トリガー,14
194,財務,14
195,海外,14
196,非常,14
197,石油,14
198,運用,14
199,カタリスト,14
200,予定,14
