rank,word,count
1,AI,3027
2,発表,2973
3,インフラ,2973
4,提供,2972
5,同社,1982
6,計画,994
7,アスク,992
8,ネット,991
9,参画,990
10,発言,83
11,信頼,83
12,条件,74
13,銘柄,53
14,上昇,50
15,観察,48
16,アクション,47
17,市場,43
18,期間,38
19,半導体,38
20,リスク,37
21,相関,37
22,タイプ,37
23,時間,35
24,株価,30
25,触媒,29
26,主要,28
27,局面,28
28,金利,27
29,監視,26
30,連動,25
31,関連,24
32,日本,24
33,補助,23
34,前提,22
35,指数,22
36,資金,22
37,米国,21
38,トレンド,21
39,チャネル,21
40,企業,20
41,適用,20
42,判断,20
43,下落,20
44,急落,20
45,利上げ,19
46,推奨,19
47,調整,19
48,配当,19
49,戦略,18
50,ロジック,18
51,相場,18
52,日経,18
53,業績,17
54,動向,16
55,価格,16
56,短期,16
57,不明,15
58,韓国,14
59,個別,13
60,ルール,13
61,評価,13
62,ハイテク,13
63,アメリカ,13
64,平均,13
65,ライン,13
66,we,13
67,日銀,12
68,拡大,12
69,依存,12
70,利益,12
71,メモリ,12
72,キオクシア,12
73,サポート,12
74,大盤,12
75,TOPIX,11
76,レジーム,11
77,雇用,11
78,統計,11
79,銀行,10
80,保有,10
81,利回り,10
82,長期,10
83,セクター,10
84,外資,10
85,直近,9
86,電通,9
87,推移,9
88,チャート,9
89,the,9
90,to,9
91,崩れ,9
92,アリゲーター,9
93,ブレイクアウト,9
94,if,9
95,修正,8
96,高い,8
97,環境,8
98,状態,8
99,事業,8
100,需要,8
101,確認,8
102,フェーズ,8
103,and,8
104,活用,8
105,競争,8
106,下降,8
107,反発,8
108,貸出,7
109,ラグ,7
110,先行,7
111,期待,7
112,インフレ,7
113,維持,7
114,中央,7
115,低下,7
116,一時,7
117,that,7
118,計算,7
119,for,7
120,リード,6
121,量子,6
122,コンピュータ,6
123,指標,6
124,下半期,6
125,非公開,6
126,継続,6
127,目的,6
128,高値,6
129,今回,6
130,売買,6
131,VIX,6
132,強気,6
133,is,6
134,入れ替え,6
135,出来高,6
136,業界,6
137,小型,6
138,could,6
139,進行,5
140,空売り,5
141,回避,5
142,預金,5
143,資産,5
144,傾向,5
145,警戒,5
146,上半期,5
147,総研,5
148,最高,5
149,検討,5
150,引け,5
151,大きく,5
152,クラ,5
153,ウド,5
154,利用,5
155,確定,5
156,HBM,5
157,ブーム,5
158,社宅,5
159,暴落,5
160,海外,5
161,信用,5
162,許容,5
163,資本,5
164,be,5
165,this,5
166,定期,5
167,景気,5
168,金融,5
169,業務,5
170,導入,5
171,機器,5
172,設定,5
173,AMD,5
174,FRB,5
175,分析,4
176,四半期,4
177,上方,4
178,押し目,4
179,利ざや,4
180,変動,4
181,価値,4
182,フィックスターズ,4
183,ニュース,4
184,バリュー,4
185,国債,4
186,中略,4
187,ポートフォリオ,4
188,移行,4
189,リバランス,4
190,機関,4
191,需給,4
192,考慮,4
193,取引,4
194,参入,4
195,不動産,4
196,精神,4
197,負担,4
198,強い,4
199,配分,4
200,オーダー,4
