rank,word,count
1,銘柄,215
2,配当,211
3,株価,173
4,リスク,146
5,AI,143
6,戦略,140
7,長期,112
8,市場,110
9,決算,100
10,成長,98
11,企業,93
12,資産,92
13,日本,90
14,上昇,89
15,分析,87
16,米国,84
17,押し目,83
18,検討,79
19,関連,79
20,保有,76
21,高い,74
22,ポートフォリオ,71
23,利益,68
24,平均,62
25,半導体,62
26,安定,61
27,利回り,61
28,価格,59
29,業績,58
30,期待,53
31,調整,50
32,下落,48
33,相場,48
34,注目,47
35,中長期,45
36,管理,44
37,徹底,44
38,防衛,43
39,エントリー,42
40,NISA,42
41,資金,41
42,日経,41
43,セクター,41
44,暴落,41
45,比率,41
46,発表,40
47,局面,40
48,需要,40
49,活用,40
50,優待,39
51,分散,39
52,コスト,38
53,インフラ,37
54,割安,37
55,有効,35
56,収益,35
57,原油,35
58,変動,34
59,短期,34
60,株主,34
61,タイミング,33
62,増配,33
63,エネルギー,33
64,ライン,32
65,技術,32
66,急落,32
67,急騰,31
68,付近,30
69,トレンド,30
70,ホルムズ,29
71,インデックス,29
72,評価,28
73,理由,28
74,確定,28
75,判断,27
76,高値,27
77,形成,27
78,継続,26
79,海峡,26
80,考慮,26
81,確認,26
82,経済,26
83,積立,26
84,最大,25
85,拡大,25
86,運用,25
87,信託,25
88,設定,24
89,構築,24
90,目標,24
91,地政学,24
92,指標,24
93,PBR,24
94,価値,23
95,事業,23
96,転換,23
97,水準,23
98,ch,23
99,影響,22
100,資本,22
101,効率,22
102,売却,22
103,世界,21
104,お金,21
105,ポイント,20
106,還元,20
107,自社,20
108,改善,20
109,ゴールド,20
110,同社,19
111,回復,19
112,ボラティリティ,19
113,封鎖,19
114,注視,19
115,視点,19
116,来週,18
117,移動,18
118,維持,18
119,センター,18
120,推奨,18
121,予想,18
122,機関,18
123,シナリオ,18
124,スレ,18
125,出来高,17
126,購入,17
127,速報,17
128,買い,17
129,大きく,17
130,売上,17
131,動向,17
132,チャンス,17
133,強い,17
134,供給,17
135,会社,17
136,マネー,17
137,一時,16
138,契約,16
139,過熱,16
140,将来,16
141,ビジネス,16
142,自己,16
143,リターン,16
144,ラジオ,16
145,構造,16
146,強気,15
147,テクニカル,15
148,amp,15
149,サポート,15
150,開発,15
151,監視,15
152,先行,15
153,生活,15
154,個別,15
155,懸念,15
156,指数,15
157,ファンド,15
158,キオクシア,15
159,需給,15
160,直近,15
161,経営,15
162,金利,15
163,金融,14
164,発生,14
165,反発,14
166,累進,14
167,強化,14
168,向上,14
169,コア,14
170,権利,14
171,傾向,14
172,更新,14
173,計画,14
174,個人,14
175,証券,14
176,PER,14
177,コモディティ,14
178,狙い,13
179,to,13
180,the,13
181,背景,13
182,財務,13
183,好機,13
184,許容,13
185,厳選,13
186,選定,13
187,手法,13
188,テスラ,13
189,欧州,13
190,基盤,13
191,FIRE,13
192,連続,13
193,インカムゲイン,13
194,左右,13
195,高く,13
196,インフレ,13
197,売買,13
198,ETF,13
199,ない,13
200,RI,13
