rank,word,count
1,株主,13039
2,優待,13036
3,電子,4670
4,已經在,4668
5,做拉回,4667
6,金融,4667
7,バイ,2343
8,セル,2343
9,連続,2340
10,ナン,2340
11,GMO,2340
12,発言,70
13,信頼,69
14,条件,60
15,アクション,51
16,リスク,44
17,時間,38
18,触媒,33
19,主要,32
20,期間,31
21,下落,29
22,市場,27
23,観察,25
24,価格,25
25,トレンド,24
26,監視,21
27,タイプ,21
28,上昇,21
29,AI,21
30,相関,20
31,短期,20
32,適用,19
33,不明,19
34,半導体,19
35,推奨,18
36,ロジック,18
37,平均,18
38,株価,18
39,中国,18
40,戦略,17
41,銘柄,17
42,IT,17
43,長期,16
44,前提,16
45,保有,14
46,日本,14
47,決算,13
48,事業,13
49,急落,13
50,the,13
51,拡大,12
52,成長,12
53,関連,12
54,局面,12
55,配当,11
56,利回り,11
57,資産,10
58,継続,10
59,調整,10
60,売却,10
61,ライン,10
62,日経,10
63,水準,10
64,to,10
65,人材,9
66,開発,9
67,経済,9
68,大口,9
69,買い,9
70,直近,9
71,依存,9
72,高値,9
73,チャート,9
74,ドル,9
75,過熱,9
76,押し目,9
77,is,9
78,of,9
79,海外,9
80,資本,9
81,不動産,8
82,資金,8
83,相場,8
84,警戒,8
85,利益,8
86,レジーム,8
87,ルール,7
88,不足,7
89,産業,7
90,企業,7
91,期待,7
92,回避,7
93,維持,7
94,連動,7
95,ブロード,7
96,コム,7
97,先行,7
98,悪化,7
99,レベル,7
100,経営,7
101,支配,7
102,個別,6
103,確認,6
104,需給,6
105,グループ,6
106,制限,6
107,暴落,6
108,乖離,6
109,リード,6
110,ラグ,6
111,小口,6
112,発生,6
113,米国,6
114,ゴールド,6
115,PER,6
116,営業,6
117,広告,6
118,ツール,6
119,燃料,6
120,高騰,5
121,損失,5
122,高雄,5
123,銀行,5
124,流動,5
125,ニュース,5
126,クジラ,5
127,売買,5
128,動向,5
129,発表,5
130,セクター,5
131,傾向,5
132,分析,5
133,パターン,5
134,新規,5
135,移動,5
136,いい,5
137,メモリ,5
138,学習,5
139,インフルエンサー,5
140,コスト,5
141,電力,5
142,サービス,5
143,案件,5
144,支援,5
145,we,5
146,that,5
147,you,5
148,政府,5
149,エントリー,4
150,確定,4
151,最大,4
152,増加,4
153,予測,4
154,バイオ,4
155,ボーダー,4
156,高い,4
157,中央,4
158,融資,4
159,総額,4
160,時点,4
161,稼働,4
162,回復,4
163,状態,4
164,ガイダンス,4
165,予想,4
166,ハイパースケーラー,4
167,発行,4
168,形成,4
169,定義,4
170,日足,4
171,規制,4
172,動き,4
173,指標,4
174,安値,4
175,EPS,4
176,取引,4
177,影響,4
178,TOPIX,4
179,MAX,4
180,再生,4
181,デイトレード,4
182,原発,4
183,為替,4
184,LNG,4
185,科学,4
186,提供,4
187,提携,4
188,管理,4
189,総会,4
190,for,4
191,it,4
192,拡張,4
193,収縮,4
194,expansion,4
195,constriction,4
196,SQ,4
197,上場,4
198,have,4
199,very,4
200,cash,4
