rank,word,count
1,センター,3338
2,AI,1145
3,需要,1128
4,技術,1125
5,半導体,1123
6,事業,1118
7,製造,1118
8,要因,1117
9,販売,1115
10,拡大,1114
11,サーバー,1114
12,効率,1114
13,メモリ,1113
14,売却,1113
15,NAND,1112
16,フラッシュ,1112
17,保存,1111
18,市場,76
19,信頼,64
20,発言,63
21,条件,61
22,価格,48
23,観察,40
24,アクション,39
25,リスク,38
26,下落,37
27,利益,35
28,期間,31
29,タイプ,26
30,上昇,22
31,時間,21
32,触媒,21
33,主要,21
34,前提,21
35,株価,21
36,監視,19
37,戦略,19
38,適用,18
39,推奨,18
40,ロジック,18
41,相関,18
42,物理,17
43,配当,17
44,企業,16
45,銘柄,15
46,長期,15
47,局面,15
48,短期,13
49,依存,12
50,HDD,12
51,信用,12
52,コスト,12
53,日本,12
54,押し目,12
55,利回り,12
56,金利,12
57,日経,12
58,リード,11
59,資産,11
60,連動,11
61,低下,11
62,転換,10
63,修正,10
64,レジーム,10
65,メーカー,10
66,ラグ,10
67,パニック,10
68,時点,10
69,the,10
70,判断,9
71,過去,9
72,構造,9
73,部品,9
74,動向,9
75,量産,9
76,先物,9
77,決算,9
78,受注,9
79,指数,9
80,価値,9
81,国債,9
82,形成,8
83,相場,8
84,売上,8
85,ルール,8
86,商用,8
87,発生,8
88,営業,8
89,管理,8
90,シルバー,8
91,トレンド,7
92,水準,7
93,調整,7
94,増加,7
95,予測,7
96,需給,7
97,供給,7
98,環境,7
99,開発,7
100,機械,7
101,変動,7
102,回復,7
103,チップ,7
104,保有,7
105,REIT,7
106,天井,7
107,推論,7
108,フェーズ,7
109,崩れ,7
110,ポジション,7
111,反応,7
112,フランス,7
113,選挙,7
114,ダブル,6
115,警戒,6
116,個別,6
117,インフラ,6
118,急落,6
119,EVTOL,6
120,資金,6
121,能力,6
122,原油,6
123,機関,6
124,設備,6
125,確認,6
126,方形,6
127,影響,6
128,資本,6
129,主動,6
130,時候,6
131,大盤,6
132,to,6
133,残高,6
134,融資,6
135,ライン,5
136,継続,5
137,サポート,5
138,値上げ,5
139,急騰,5
140,化学,5
141,自動車,5
142,投げ売り,5
143,ファンダメンタルズ,5
144,業績,5
145,トヨタ,5
146,型式,5
147,証明,5
148,支援,5
149,段階,5
150,主導,5
151,以降,5
152,悪化,5
153,高値,5
154,予想,5
155,中期,5
156,平均,5
157,ない,5
158,発表,5
159,中国,5
160,乖離,5
161,バリュエーション,5
162,前後,5
163,不明,5
164,減配,5
165,基板,5
166,シリコンウェハー,5
167,改善,5
168,限界,5
169,暴落,5
170,毎月,5
171,積立,5
172,比率,5
173,商品,5
174,ポートフォリオ,5
175,滬士電,5
176,in,5
177,チャート,5
178,高金利,5
179,学習,5
180,電力,5
181,ETF,5
182,NAV,5
183,NIO,5
184,it,5
185,price,5
186,重要,4
187,分析,4
188,最大,4
189,実体,4
190,明確,4
191,トップ,4
192,効果,4
193,完了,4
194,タイミング,4
195,普及,4
196,デュアルピボット,4
197,搭載,4
198,加速,4
199,過剰,4
200,確定,4
