rank,word,count
1,条件,175
2,発言,171
3,信頼,168
4,市場,143
5,金利,118
6,価格,109
7,観察,94
8,アクション,93
9,上昇,92
10,リスク,84
11,相関,82
12,期間,81
13,長期,80
14,タイプ,76
15,株価,70
16,局面,64
17,下落,59
18,企業,57
19,成長,56
20,時間,54
21,前提,53
22,利益,52
23,資産,51
24,銘柄,51
25,適用,50
26,主要,48
27,推奨,47
28,ロジック,47
29,触媒,46
30,米国,46
31,インフレ,45
32,AI,45
33,監視,42
34,関連,40
35,保有,38
36,経済,38
37,戦略,35
38,原油,34
39,価値,33
40,需要,32
41,拡大,31
42,売却,30
43,依存,30
44,利上げ,29
45,低下,29
46,判断,26
47,日本,26
48,コスト,26
49,業績,26
50,レジーム,25
51,ルール,24
52,継続,24
53,構造,24
54,ゴールド,24
55,為替,24
56,利下げ,24
57,購入,23
58,動向,23
59,資金,23
60,リード,23
61,ラグ,23
62,事業,23
63,センター,23
64,供給,22
65,銀行,21
66,指数,21
67,連動,21
68,IPO,21
69,不動産,20
70,短期,20
71,FRB,20
72,反発,20
73,評価,19
74,to,19
75,決算,19
76,ドル,19
77,圧力,18
78,不明,18
79,高い,18
80,環境,18
81,増加,18
82,変動,18
83,相場,18
84,将来,18
85,転換,17
86,the,17
87,平均,17
88,トレンド,17
89,会社,16
90,個別,16
91,ロシア,16
92,中東,16
93,that,15
94,政策,15
95,悪化,15
96,大きく,15
97,期待,15
98,トルコ,15
99,利回り,14
100,時点,14
101,影響,14
102,サイクル,14
103,維持,14
104,要因,14
105,指標,14
106,防衛,14
107,セクター,14
108,日銀,14
109,建設,14
110,PER,14
111,考慮,13
112,明確,13
113,インフラ,13
114,金融,13
115,システム,13
116,予測,13
117,値動き,13
118,直後,13
119,景気,13
120,グロース,13
121,物価,13
122,物件,12
123,登記,12
124,中期,12
125,一時,12
126,設備,12
127,先行,12
128,赤字,12
129,方向,12
130,配当,12
131,向上,12
132,信託,12
133,営業,12
134,情勢,12
135,債券,12
136,サッカー,12
137,管理,11
138,収益,11
139,and,11
140,going,11
141,安定,11
142,補助,11
143,個人,11
144,生産,11
145,現金,11
146,回復,11
147,改善,11
148,海外,11
149,規模,10
150,状態,10
151,日経,10
152,販売,10
153,売上,10
154,信用,10
155,シナリオ,10
156,中国,10
157,計算,10
158,調整,10
159,運用,10
160,保険,10
161,大幅,9
162,ショック,9
163,注視,9
164,of,9
165,is,9
166,決済,9
167,鈍化,9
168,移行,9
169,減少,9
170,FOMC,9
171,崩れ,9
172,半導体,9
173,効果,9
174,理由,9
175,ライン,9
176,直近,9
177,回避,9
178,お金,9
179,傾向,9
180,暴落,9
181,分析,9
182,タイミング,9
183,発生,9
184,確認,9
185,縮小,9
186,改革,9
187,懸念,9
188,設定,9
189,自分,8
190,想定,8
191,大型,8
192,取引,8
193,上場,8
194,パニック,8
195,in,8
196,ポートフォリオ,8
197,通常,8
198,強く,8
199,石油,8
200,不足,8
