rank,word,count
1,決算,15
2,企業,15
3,分析,11
4,成長,11
5,銘柄,11
6,利益,10
7,配当,10
8,株価,10
9,増配,10
10,インフラ,9
11,AI,7
12,連続,7
13,速報,6
14,徹底,6
15,構造,6
16,関税,6
17,戦略,6
18,半導体,6
19,インド,6
20,キオクシア,6
21,中長期,5
22,判断,5
23,米国,5
24,リスク,5
25,実需,5
26,関連,5
27,事業,4
28,IT,4
29,向上,4
30,一時,4
31,局面,4
32,慎重,4
33,市場,4
34,日本,4
35,長期,4
36,将来,4
37,FANG,4
38,価格,4
39,量子,4
40,コンピュータ,4
41,テスト,3
42,運用,3
43,国内,3
44,短期,3
45,有効,3
46,収益,3
47,期待,3
48,外部,3
49,環境,3
50,調整,3
51,変動,3
52,業績,3
53,動向,3
54,NISA,3
55,ポートフォリオ,3
56,爆発,3
57,覇権,3
58,技術,3
59,スピンオフ,3
60,企画,3
61,資本,3
62,主義,3
63,エンジニア,3
64,会議,3
65,リアル,3
66,ショック,3
67,NTT,2
68,注目,2
69,赤字,2
70,センター,2
71,通信,2
72,グローバル,2
73,反応,2
74,注視,2
75,リア,2
76,筋肉質,2
77,体質,2
78,改善,2
79,売上,2
80,pt,2
81,低下,2
82,比率,2
83,内部,2
84,押し目,2
85,クホ,2
86,考慮,2
87,コスト,2
88,政策,2
89,為替,2
90,直結,2
91,高い,2
92,最適,2
93,代表,2
94,パターン,2
95,オススメ,2
96,キャピタルゲイン,2
97,利回り,2
98,バリカタ,2
99,心臓,2
100,NVIDIA,2
101,ブロード,2
102,コム,2
103,構築,2
104,サービス,2
105,原油,2
106,仕込み,2
107,グローバルサプライチェーン,2
108,経済,2
109,ニュース,2
110,今日,2
111,話題,2
112,メモリ,2
113,空売り,2
114,暴落,2
115,優良,2
116,張り,2
117,Catharsis,2
118,FM,2
119,コロナ,2
120,リーマン,2
121,ドン,2
122,先行,2
123,実用,2
124,転換,1
125,グローバルソリューション,1
126,営業,1
127,前年,1
128,プラス,1
129,海外,1
130,ソリューション,1
131,バーグ,1
132,勢い,1
133,テック,1
134,転換期,1
135,ネガティブ,1
136,予想,1
137,価値,1
138,改革,1
139,進捗,1
140,シナリオ,1
141,原価,1
142,販管費,1
143,良く,1
144,ラッキー,1
145,無駄,1
146,徹底的,1
147,原材料,1
148,左右,1
149,ビジネス,1
150,モデル,1
151,業務,1
152,同社,1
153,経営,1
154,能力,1
155,来期,1
156,保守,1
157,ガイダンス,1
158,好機,1
159,重荷,1
160,影響,1
161,増加,1
162,確実,1
163,クボタ,1
164,半分,1
165,北米,1
166,依存,1
167,変更,1
168,四半期,1
169,値上げ,1
170,側面,1
171,強い,1
172,上昇,1
173,増大,1
174,圧迫,1
175,住宅,1
176,着工,1
177,件数,1
178,許容,1
179,エントリー,1
180,確定,1
181,タイミング,1
182,マネー,1
183,知識,1
184,毎年,1
185,保有,1
186,インカムゲイン,1
187,利用,1
188,実績,1
189,余力,1
190,配当性向,1
191,低い,1
192,安定,1
193,選択,1
194,両面,1
195,三菱,1
196,HC,1
197,キャピタル,1
198,SPK,1
199,観点,1
200,資産,1
