rank,word,count
1,銘柄,287
2,配当,214
3,株価,210
4,米国,174
5,市場,169
6,リスク,164
7,上昇,157
8,戦略,145
9,関連,140
10,日本,139
11,AI,134
12,利益,134
13,成長,111
14,企業,111
15,押し目,110
16,検討,96
17,長期,94
18,決算,93
19,優待,92
20,高い,86
21,平均,86
22,停戦,86
23,保有,86
24,資産,83
25,半導体,76
26,期待,72
27,原油,72
28,価格,72
29,分析,70
30,セクター,69
31,業績,68
32,ポートフォリオ,67
33,株主,66
34,下落,65
35,注目,62
36,中長期,61
37,日経,60
38,局面,58
39,トレンド,57
40,安定,57
41,NISA,54
42,収益,54
43,事業,54
44,コスト,53
45,増配,53
46,予想,52
47,ch,49
48,金利,49
49,短期,48
50,改善,48
51,エネルギー,48
52,有効,47
53,発表,45
54,相場,44
55,需要,44
56,地政学,43
57,拡大,42
58,インフラ,42
59,エントリー,41
60,中東,41
61,急騰,40
62,判断,39
63,資金,39
64,速報,38
65,ホルムズ,38
66,イオン,38
67,確認,37
68,世界,37
69,急落,37
70,同社,37
71,調整,36
72,活用,36
73,継続,36
74,還元,36
75,転換,35
76,最大,35
77,暴落,35
78,利回り,35
79,修正,34
80,技術,34
81,合意,34
82,水準,34
83,徹底,33
84,スレ,33
85,会社,33
86,株式会社,32
87,ボラティリティ,32
88,海峡,32
89,反発,31
90,情勢,31
91,ファンド,30
92,評価,30
93,イラン,30
94,注視,29
95,タイミング,29
96,維持,29
97,センター,29
98,分散,29
99,ライン,28
100,考慮,28
101,お金,28
102,大幅,28
103,比率,28
104,防衛,28
105,効率,27
106,恩恵,27
107,割安,27
108,管理,26
109,最新,26
110,売上,26
111,爆上,26
112,監視,25
113,インデックス,25
114,財務,25
115,Stock,25
116,最高,25
117,初心者,25
118,形成,25
119,ニュース,24
120,大きく,24
121,供給,24
122,価値,24
123,影響,23
124,将来,23
125,視点,23
126,強い,23
127,キオクシア,23
128,封鎖,23
129,海外,23
130,フジクラ,23
131,テクニカル,22
132,向上,22
133,構造,22
134,確定,22
135,ファーストリテイリング,22
136,証券,22
137,権利,22
138,東京,21
139,モデル,21
140,移動,21
141,ファンダメンタルズ,21
142,the,21
143,金融,21
144,上方,21
145,過去,21
146,ホールディングス,20
147,強気,20
148,環境,20
149,重要,20
150,回復,20
151,資本,20
152,インフレ,20
153,ETF,20
154,理由,20
155,変動,20
156,消費,20
157,ローツェ,20
158,個別,19
159,amp,19
160,構築,19
161,強固,19
162,資源,19
163,積立,19
164,設定,18
165,付近,18
166,悪化,18
167,有益,18
168,PBR,18
169,強化,18
170,好機,18
171,電力,18
172,背景,18
173,推奨,18
174,需給,18
175,運用,18
176,享受,18
177,デイトレ,18
178,インカムゲイン,18
179,PER,18
180,増加,17
181,高値,17
182,シナリオ,17
183,動向,17
184,基盤,17
185,海運,17
186,警戒,17
187,石油,17
188,自己,17
189,銀行,17
190,取引,17
191,経営,17
192,見通し,16
193,経済,16
194,選定,16
195,一時,16
196,トランプ,16
197,売買,16
198,指数,16
199,素材,16
200,危機,16
