rank,word,count
1,ハイテク,2471
2,金利,1265
3,下落,1264
4,上昇,1262
5,負債,1235
6,負担,1235
7,時給,1234
8,発言,116
9,条件,116
10,信頼,113
11,リスク,80
12,市場,76
13,アクション,68
14,観察,65
15,利益,54
16,期間,54
17,資金,52
18,企業,49
19,AI,47
20,タイプ,46
21,相関,45
22,主要,40
23,前提,40
24,時間,35
25,触媒,35
26,適用,33
27,推奨,33
28,ロジック,33
29,価格,33
30,資産,32
31,戦略,30
32,株価,30
33,中国,29
34,監視,27
35,事業,27
36,半導体,27
37,配当,26
38,指数,25
39,成長,24
40,局面,24
41,長期,24
42,銘柄,23
43,継続,21
44,SOX,21
45,NASDAQ,21
46,短期,20
47,経済,20
48,判断,19
49,依存,19
50,不明,19
51,行使,19
52,保有,18
53,政府,18
54,the,17
55,ルール,17
56,米国,17
57,インフラ,16
58,レジーム,16
59,影響,16
60,経営,15
61,中期,14
62,拡大,14
63,会社,14
64,四半期,13
65,決算,13
66,改善,13
67,業績,13
68,to,13
69,this,13
70,that,13
71,関連,13
72,日本,13
73,営業,13
74,オルカン,13
75,ASEAN,13
76,押し目,12
77,トレンド,12
78,予想,12
79,売却,12
80,テック,12
81,FRB,12
82,収益,11
83,以降,11
84,キャッシュ,11
85,フロー,11
86,需要,11
87,世界,11
88,個別,11
89,維持,11
90,we,11
91,ライン,11
92,高い,11
93,政治,11
94,相手,11
95,ゴールド,11
96,アメリカ,11
97,and,10
98,相場,10
99,動向,10
100,コスト,10
101,悪化,10
102,製造,10
103,製品,10
104,動き,10
105,口座,10
106,分散,10
107,下降,10
108,チャネル,10
109,部品,10
110,基板,10
111,新株,10
112,予約,10
113,責任,10
114,売上,9
115,ボラティリティ,9
116,株主,9
117,リード,9
118,ラグ,9
119,環境,9
120,of,9
121,think,9
122,確認,9
123,流入,9
124,取引,9
125,増加,9
126,地政学,9
127,連動,9
128,圧力,9
129,FANG,9
130,ADA,9
131,低下,9
132,規制,9
133,規模,9
134,分析,8
135,資源,8
136,開発,8
137,時点,8
138,ブーム,8
139,強気,8
140,サポート,8
141,方向,8
142,過去,8
143,利上げ,8
144,景気,8
145,銀行,8
146,預金,8
147,大型,8
148,緩和,8
149,集中,8
150,上場,8
151,カルダノ,8
152,実質,8
153,空売り,8
154,バイオ,8
155,計算,7
156,爆発,7
157,there,7
158,be,7
159,直近,7
160,利回り,7
161,安定,7
162,心理,7
163,修正,7
164,積極,7
165,買い,7
166,情勢,7
167,予測,7
168,エヌビディア,7
169,崩れ,7
170,大きく,7
171,運用,7
172,損失,7
173,税金,7
174,NISA,7
175,金融,7
176,評価,7
177,NIO,7
178,形成,7
179,発表,7
180,加速,7
181,政策,7
182,フジクラ,7
183,計画,7
184,PER,7
185,リターン,7
186,急騰,7
187,ポートフォリオ,7
188,考慮,7
189,巨大,7
190,暴落,7
191,原油,7
192,流れ,7
193,自動車,7
194,ダブル,7
195,ボトム,7
196,賠償,7
197,センター,6
198,急激,6
199,選択,6
200,不足,6
