rank,word,count
1,銘柄,78
2,株価,54
3,市場,51
4,配当,51
5,上昇,46
6,日本,45
7,AI,44
8,リスク,41
9,戦略,37
10,修正,35
11,利益,32
12,成長,30
13,増配,29
14,長期,28
15,上方,28
16,平均,26
17,暴落,25
18,保有,24
19,業績,24
20,高値,24
21,企業,22
22,期待,22
23,米国,22
24,資産,21
25,関連,20
26,資金,19
27,高い,19
28,中長期,18
29,価格,18
30,調整,18
31,局面,18
32,トレンド,18
33,ポートフォリオ,17
34,押し目,17
35,防衛,17
36,検討,16
37,NISA,16
38,安定,15
39,HD,15
40,移動,15
41,技術,14
42,東京,13
43,発表,13
44,セクター,13
45,分散,13
46,連続,13
47,株主,12
48,優待,12
49,利回り,12
50,拡大,12
51,経済,12
52,ゴールド,12
53,金属,12
54,停戦,11
55,上場,11
56,判断,11
57,インフラ,11
58,短期,11
59,世界,11
60,信託,11
61,継続,11
62,権利,11
63,下落,11
64,楽天,11
65,大幅,11
66,メモリ,11
67,JX,11
68,相場,10
69,注目,10
70,NTT,10
71,収益,10
72,原油,10
73,ライン,10
74,コスト,10
75,エントリー,10
76,強い,10
77,前回,10
78,残り,10
79,地盤,9
80,ネット,9
81,バフェット,9
82,海上,9
83,保険,9
84,計画,9
85,確認,9
86,活用,9
87,分割,9
88,イノテック,9
89,抽出,9
90,価値,8
91,経営,8
92,買い,8
93,地政学,8
94,比率,8
95,需要,8
96,恩恵,8
97,ファンド,8
98,エネルギー,8
99,管理,8
100,爆上,8
101,ポイント,8
102,過去,8
103,材料,8
104,手法,8
105,指数,8
106,オプション,8
107,基準,8
108,示唆,7
109,付近,7
110,割安,7
111,日経,7
112,金融,7
113,事業,7
114,IOWN,7
115,将来,7
116,還元,7
117,転換,7
118,インデックス,7
119,水準,7
120,反転,7
121,向上,7
122,銀行,7
123,変動,7
124,生活,7
125,確保,7
126,維持,7
127,システムディ,7
128,最高,7
129,改善,7
130,FANG,7
131,ボラティリティ,7
132,ソニー,7
133,監視,7
134,分析,7
135,運用,6
136,注視,6
137,考慮,6
138,非公開,6
139,売却,6
140,タイミング,6
141,効率,6
142,海外,6
143,会社,6
144,キャッシュ,6
145,資本,6
146,プレミアム,6
147,電力,6
148,急落,6
149,回避,6
150,個別,6
151,購入,6
152,DX,6
153,決算,6
154,半導体,6
155,確定,6
156,証券,6
157,含み益,6
158,最新,6
159,ファンダメンタルズ,6
160,マイクロン,6
161,お金,6
162,現金,6
163,条件,6
164,金利,6
165,ストップ高,6
166,債券,6
167,バリュー,6
168,商社,6
169,優位,6
170,Photosynth,6
171,キャラクター,6
172,トランプ,5
173,自己,5
174,評価,5
175,強力,5
176,構築,5
177,産業,5
178,予想,5
179,強固,5
180,シフト,5
181,基盤,5
182,売上,5
183,発生,5
184,オルカン,5
185,地域,5
186,均等,5
187,集中,5
188,従来,5
189,現状,5
190,余地,5
191,ない,5
192,増し,5
193,開発,5
194,一時,5
195,最終,5
196,取引,5
197,実質,5
198,動向,5
199,ローツェ,5
200,あす,5
