keyword,title,channel,url,idea
株,【3/16〜20】FOMC＆NVIDIA GTC＆Micron決算！来週の米国株注目ポイント｜ずんだもん,ずんだもんの市場速報,https://www.youtube.com/watch?v=MheRTHLMhnk,✅ あり → 20260316_144135_MheRTHLMhnk.md
株,日本株は新しい上昇局面に入るのか？世界資金の流れを分析,株分析,https://www.youtube.com/watch?v=q4z4Fu6PHNA,✅ あり → 20260316_144345_q4z4Fu6PHNA.md
株,AppleやNVIDIA株がウォレットに？仮想通貨×伝統金融の覇者「xStocksFi」とは【副業】,【Web3関連エアドロ】Fintechクリプト情報,https://www.youtube.com/watch?v=cwJWFa6WK3o,✅ あり → 20260316_144453_cwJWFa6WK3o.md
株,今週（3/16〜）専業が自信を持って買う1銘柄,ぺこ株,https://www.youtube.com/watch?v=fXUxIuKDq1k,✅ あり → 20260316_144627_fXUxIuKDq1k.md
株,SOXL半年後〇〇,株ちゃん投資情報AI,https://www.youtube.com/watch?v=twF_OCaVMUU,✅ あり → 20260316_144820_twF_OCaVMUU.md
株,【三菱UFJ】メガバンクの中で最も注目すべきMUFG！株価急落の今が買い場となる理由,テンバガー純奈 -日本株投資は美容液-,https://www.youtube.com/watch?v=G9hKyOL1ZTI,✅ あり → 20260316_144947_G9hKyOL1ZTI.md
株,【マクニカ(3132)】売上1.2兆円へ上方修正も「利益下方」の謎。マクニカ決算から読み解く半導体商社の現在地とフィジカルAI戦略#マクニカ #3132  #半導体関連株#決算 #フィジカルAI,株スキー | 株銘柄解説チャンネル,https://www.youtube.com/watch?v=Kx-TaCZ38zw,✅ あり → 20260316_145119_Kx-TaCZ38zw.md
株,【時がキタ】今がチャンスな割安高配当株！イラン戦争の中で仕込んでおきたい3銘柄をご紹介！割安すぎる！,マネオタ【20代FIRE】,https://www.youtube.com/watch?v=KXVgmBonThU,✅ あり → 20260316_145228_KXVgmBonThU.md
株,【SOFI｜分析】SoFiはS&amp;P500不採用でも問題なし！投資家不安を払拭するポジティブニュース！テンバガー候補銘柄2026,MINESTOCK -米国株を掘り出せ-,https://www.youtube.com/watch?v=YGWeHNsgKnE,✅ あり → 20260316_145359_YGWeHNsgKnE.md
株,【考察】リーマンショックの悪夢再び？プライベートクレジット崩壊の危険サイン【金融市場崩壊あるか】,株の育て方,https://www.youtube.com/watch?v=1OOmqSnE7XM,✅ あり → 20260316_145532_1OOmqSnE7XM.md
株,【必ず知るべき】株価暴落を利益に変え億を稼ぐ最強の投資戦略,上岡正明【MBA保有の脳科学者】,https://www.youtube.com/watch?v=FCLaR0_TsbI,✅ あり → 20260316_145648_FCLaR0_TsbI.md
株,【初心者向け】最初の1銘柄はこう選べ｜日本株デビューで失敗しない4つの絶対条件,Stockers,https://www.youtube.com/watch?v=jogcHb-t438,✅ あり → 20260316_145823_jogcHb-t438.md
株,なぜ負け株を売れないのか？投資家を捕らえる心理の罠,【金融系YouTuber】ファイナンス金子,https://www.youtube.com/watch?v=aLRcxQyzoHw,✅ あり → 20260316_150014_aLRcxQyzoHw.md
株,#日本株 #株式投資 #株式 #株式市場 #株 #株初心者 #株価,高橋,https://www.youtube.com/watch?v=Mj8XQEzAG-s,✅ あり → 20260316_150153_Mj8XQEzAG-s.md
株,一度だけ言う。今がチャンスな理由#40代投資#50代投資#中高年投資#老後資金#老後対策#資産形成#40代からの投資#50代からの投資#株式投資 #高配当株 #投資初心者 #日本株,Verna Hoepelman,https://www.youtube.com/watch?v=7l3SYr8aij0,✅ あり → 20260316_150331_7l3SYr8aij0.md
