keyword,title,channel,url,idea
株,来年から変わる金融課税ー配当株が不利になる時代が来る,Q太郎の取り崩し投資・FIRE・老後チャンネル,https://www.youtube.com/watch?v=SzhgLpGQrQs,✅ あり → 20260315_173230_SzhgLpGQrQs.md
株,2603 【注目】機関投資家が密かに買い集める「日本株3選」,カブ耳ラジオ,https://www.youtube.com/watch?v=wh35UEx0hDM,✅ あり → 20260315_173359_wh35UEx0hDM.md
株,【総資産公開】テスラ株400ドル割れ！【米国株】,なおやの日常,https://www.youtube.com/watch?v=PiKJ7NSVFfg,✅ あり → 20260315_173524_PiKJ7NSVFfg.md
株,【3月16日】レアアース関連PTS爆上げ！日経乱高下【明日の注目株】,データサイエンティストPONの投資チャンネル,https://www.youtube.com/watch?v=MrLazDS89q0,✅ あり → 20260315_173700_MrLazDS89q0.md
株,イラン戦争で株下落中。その原因は？,ゼロからわかる投資工房,https://www.youtube.com/watch?v=N8_hOhi_Dus,✅ あり → 20260315_173823_N8_hOhi_Dus.md
株,【緊急警告】「原油100ドル突破でこの株を買え」は全部ウソ？SNSの罠と日本株の真実,マーケット速報&資産運用の教科書,https://www.youtube.com/watch?v=kq4E4D8FvuA,✅ あり → 20260315_173952_kq4E4D8FvuA.md
株,日本企業の自社株買いが急増｜日本株市場の新しい変化を分析,株分析,https://www.youtube.com/watch?v=RIIppn3iQgI,✅ あり → 20260315_174121_RIIppn3iQgI.md
株,任天堂 lm 耳だけ企業分析 | 音速でわかる日本株,耳だけ企業分析 ! 音速でわかる日本株,https://www.youtube.com/watch?v=SHkk-nbyTxE,✅ あり → 20260315_174243_SHkk-nbyTxE.md
株,ソフトバンクが「世界企業」へ？PayPay米国上場の裏側。ARK Investも動いた！成長の第2ステージを10分で完全攻略 #ソフトバンク  #高配当株 #PayPay上場 #日本株 #成長株,ちい株主になろう,https://www.youtube.com/watch?v=3o_DA-vVgeU,✅ あり → 20260315_174422_3o_DA-vVgeU.md
株,日経平均5万3000円割れ！「株価10倍」を狙える中小型防衛株とは,カブ耳ラジオ,https://www.youtube.com/watch?v=DOKe8XyDtpw,✅ あり → 20260315_174812_DOKe8XyDtpw.md
