keyword,title,channel,url,idea
株,【政治、経済】S&amp;P500の株を買ってる人は間接的に戦争に加担している。,トレカショップ開店を目指す　アズディ,https://www.youtube.com/watch?v=6OHsIqGC8r0,❌ なし
株,(株)軽貨物LIFE チャンネル がライブ配信中！,(株)軽貨物LIFE チャンネル,https://www.youtube.com/watch?v=BUNhPEoA4iw,❌ なし
株,LCID株：ついに大きな転換期が訪れるのか？ #lcid #lcidstock #nasdaq #nyse,TRADING  NEWS,https://www.youtube.com/watch?v=mGYo7wbB9dc,✅ あり → 20260316_072625_mGYo7wbB9dc.md
株,【バーゲンセール】10年増配中連続成長銘柄が割安に放置 | 配当利回り３％ | #テスラ株全力ちゃんねるのタイツ @all_tsla,タイツの社会・経済分析チャンネル,https://www.youtube.com/watch?v=htjFUU_hfw4,✅ あり → 20260316_072750_htjFUU_hfw4.md
株,未発根パキプス4株の現在｜根を切ってしまった株は植えるべき?,パキプス発根記録,https://www.youtube.com/watch?v=nseCZB_4Hvw,✅ あり → 20260316_072931_nseCZB_4Hvw.md
株,两株满阶植物vs5阶冲锋三人组,懒懒的白橘子-lazy,https://www.youtube.com/watch?v=Uz0fGly2gfA,❌ なし
株,1年でダブルバガー超え。マイナー寄り日本株3銘柄を解説,こんとろ株式投資,https://www.youtube.com/watch?v=ZiDVd5vm9ww,✅ あり → 20260316_073303_ZiDVd5vm9ww.md
株,🚨【緊急警告】日経平均-20%の大暴落へ！ドル円174円・原油高騰で日本株は地獄を見るぞ📉🔥,相場占い師・イェジ先生,https://www.youtube.com/watch?v=1aunXDm2RNo,✅ あり → 20260316_073425_1aunXDm2RNo.md
株,MicroStrategy (MSTR) 株：株価を本当に動かしている要因とは？🚨 #mstr #microstrategy,TRADING  NEWS,https://www.youtube.com/watch?v=n-pGcy-9Fy8,✅ あり → 20260316_073549_n-pGcy-9Fy8.md
株,"Opendoor (OPEN) Stock Explained: Risks, Opportunities &amp; Outlook? 😱 #opendoor  #openstock #nasdaq",TRADING  NEWS,https://www.youtube.com/watch?v=d1nxM9KwMDI,✅ あり → 20260316_073710_d1nxM9KwMDI.md
株,UNH株：パニック売りか、それとも賢い投資家の買いか？😳 ビッグニュース #unhstock #nyse,TRADING  NEWS,https://www.youtube.com/watch?v=dfPMOZv8efU,✅ あり → 20260316_073839_dfPMOZv8efU.md
株,ELPW株の暴落警告？😱 イスラエルとイランの緊張関係がこのペニーストックに及ぼす影響とは？🚨 #elpwstock,TRADING  NEWS,https://www.youtube.com/watch?v=G1VbbZXepQ8,✅ あり → 20260316_074003_G1VbbZXepQ8.md
株,ACHR株：この10年で最も話題の銘柄か、それとも危険なバブルか？ #achr #nasdaq #acher,TRADING  NEWS,https://www.youtube.com/watch?v=GDqlR5Sx9eo,✅ あり → 20260316_074126_GDqlR5Sx9eo.md
株,Oklo株分析：この原子力企業は次の大きな破壊者となるのか？😱 #oklo #nuclear #oklostock,TRADING  NEWS,https://www.youtube.com/watch?v=RRF2U21Uj-8,✅ あり → 20260316_074253_RRF2U21Uj-8.md
株,インテル（INTC）株：2026年も回復は続くのか？🚀 #intc #intel #nasdaq,TRADING  NEWS,https://www.youtube.com/watch?v=rJsvSPRodVg,✅ あり → 20260316_074420_rJsvSPRodVg.md
