keyword,title,channel,url,idea
株,【日経先物53000円割れ】原油100ドル再突破で日経平均はどうなる？それでも騰がる株、暴落した株を解説【日本株分析】,株の銘柄分析YouTuber【かつを】かたひじはらずに投資する,https://www.youtube.com/watch?v=cpL1MrtZ4mk,✅ あり → 20260316_161221_cpL1MrtZ4mk.md
株,【ぽこポケ実況】(株)ポケモン建設#3【毎日更新】,鰹武士【今昔ゲームチャンネル】,https://www.youtube.com/watch?v=n0BP3m4v71E,❌ なし
株,【初心者向け】はじめての高配当株投資｜ゼロからわかるやさしい始め方,FPステップ / 藤原佳織,https://www.youtube.com/watch?v=uo9GVT8hrQo,✅ あり → 20260316_161545_uo9GVT8hrQo.md
株,深夜の経済学🌙 韓国株、万年割安の呪い,深夜の経済学,https://www.youtube.com/watch?v=EVwh5PUL7b4,✅ あり → 20260316_161726_EVwh5PUL7b4.md
株,【株TubeEXTRA】2026年3月16日～の注目9銘柄【後編】,Jumping Point!! の株Tube,https://www.youtube.com/watch?v=DZSMWzrXkrc,✅ あり → 20260316_161913_DZSMWzrXkrc.md
株,【1/22】トランプ関税撤回で米株急反発588pt上昇の舞台裏 #米国株 #トランプ #FRB #グリーンランド #小型株 #ダボス会議 #金融政策【聞く経済ニュース】,世界経済,https://www.youtube.com/watch?v=lT4Hr7Rtyow,✅ あり → 20260316_162109_lT4Hr7Rtyow.md
株,あすの市場はどうなる？。あす急落しそうな４銘柄。好決算なのに下げてる３銘柄。今週注目の決算３銘柄。３月１５日:日曜版～あす上がる株。最新の日本株情報～,株リアルライブ,https://www.youtube.com/watch?v=h6QfauMVqxQ,✅ あり → 20260316_162217_h6QfauMVqxQ.md
株,爆益達成した実際の取引を元に当時の思考を解説します,米国キャリアの投資ch【げんたろう】,https://www.youtube.com/watch?v=U7m59mFRRrk,✅ あり → 20260316_162333_U7m59mFRRrk.md
株,【再】大量の株主優待届くシーズン到来♡,株好きボタンの株主優待生活,https://www.youtube.com/watch?v=uDPc5WTLmC0,✅ あり → 20260316_162519_uDPc5WTLmC0.md
株,【瀬戸際】上昇か下落か。含み益と含み損の狭間で生きる30代OL。,パジャマで株を買うOL,https://www.youtube.com/watch?v=7QXZOIjTafk,✅ あり → 20260316_162634_7QXZOIjTafk.md
株,イラン戦争で日本株はどうなる？ホルムズ海峡・原油高・勝ち負けセクターを整理,AI決算ラボ,https://www.youtube.com/watch?v=ddC_ROJPFZM,✅ あり → 20260316_162804_ddC_ROJPFZM.md
株,日本株、まだ買うな。でも月曜日これだけは見ておけ,おもちOT,https://www.youtube.com/watch?v=JsqXS-jCbjI,✅ あり → 20260316_162925_JsqXS-jCbjI.md
株,【永久保存版】満足度が年々上昇する！　長期保有で豪華になる優待銘柄をゆっくり解説！,お金の学校【ゆっくり解説】,https://www.youtube.com/watch?v=YKr1m-Lemmw,✅ あり → 20260316_163110_YKr1m-Lemmw.md
株,第270回：10月一括権利の銘柄探し、下落相場で購入した、高配当銘柄、おまけつき,たまたまご【かぶミニ・S株など運用】,https://www.youtube.com/watch?v=B01kzpVlTtU,✅ あり → 20260316_163237_B01kzpVlTtU.md
株,【金融危機の前兆】今の市場が危ないと言われる2つの理由,配当オタクひかる,https://www.youtube.com/watch?v=RwAF8CHEATQ,✅ あり → 20260316_163423_RwAF8CHEATQ.md
