keyword,title,channel,url,idea
株,【衝撃】受注173%増！サムコ(6387)の決算が凄すぎる。半導体株の隠れた本命を徹底解説,中級中流個別株投資家あさぴ,https://www.youtube.com/watch?v=gJ3IZyC3TYA,✅ あり → 20260316_033419_gJ3IZyC3TYA.md
株,今週の米国株ifreenext fang+インデックスと日経平均、原油先物｜暴騰・暴落のシナリオをシミュレーション｜3.15,COZY マネーリテラシーLABO,https://www.youtube.com/watch?v=pk7chorH56E,✅ あり → 20260316_033544_pk7chorH56E.md
株,フジマックが衝撃の上方修正！利益79％増＆大幅増配で株価はどう動く？,NMAY_株式投資チャンネル,https://www.youtube.com/watch?v=ciX9sBch3sM,✅ あり → 20260316_033727_ciX9sBch3sM.md
株,ゴールデンドーム構想始動！日本参戦で爆騰期待「宇宙・防衛株」5選,250万円から1億円貯めリーマン,https://www.youtube.com/watch?v=eYnsOFRS2EI,✅ あり → 20260316_033900_eYnsOFRS2EI.md
株,【財務諸表分析編 貸借対照表編　6/16】稼いだお金を何に使う？バフェットが「本業以外に株を買う会社」を厳しくチェックするワケ。＠中2の娘に贈るバフェット投資術,中2の娘に贈るバフェット投資術,https://www.youtube.com/watch?v=eFZm_oq3F0k,✅ あり → 20260316_034038_eFZm_oq3F0k.md
株,バフェット氏が3年間売り続ける理由とは？投資先を選ぶフレームワークとして5つのフィルターについて紹介します！,さきの海外不動産しか勝たん,https://www.youtube.com/watch?v=dYi0GJl6UyY,✅ あり → 20260316_034236_dYi0GJl6UyY.md
株,NISA投資家に警告！株暴落でも資産を守る「2つの分散投資」,うみはら,https://www.youtube.com/watch?v=xs_d8yv_vuI,✅ あり → 20260316_034355_xs_d8yv_vuI.md
株,【緊急】オハラ決算発表！ホルダーが凍りつく「衝撃の数字」とプロが見抜いた逆転劇,NMAY_株式投資チャンネル,https://www.youtube.com/watch?v=-UrMb3f50Bk,✅ あり → 20260316_034536_-UrMb3f50Bk.md
株,【日本株は彼岸底へ】いつも通りの底打ちか。下げに立ち向かうたった2つの戦略と、来週の投資戦略！,投資の寺子屋、暁投資顧問の相場状況！,https://www.youtube.com/watch?v=40dyQQWKtj0,✅ あり → 20260316_034714_40dyQQWKtj0.md
株,IT×医療IPO！【550A】ソフトテックス株式会社,saiの株投資分析ちゃんねる,https://www.youtube.com/watch?v=9KMsJSbmP1Y,✅ あり → 20260316_034849_9KMsJSbmP1Y.md
株,トランプ発言で市場分断！月曜朝イチに仕込むべき「海運・商社」株,カブ耳ラジオ,https://www.youtube.com/watch?v=5u-2mTEx1Vc,✅ あり → 20260316_035006_5u-2mTEx1Vc.md
株,【緊急事態】原油100ドル突破！株・円・債券の「トリプル安」から資産を守る最強の投資先とは？【ホルムズ海峡封鎖】,経済速報チャンネル【日米マーケット】,https://www.youtube.com/watch?v=UBijBXmQKx0,✅ あり → 20260316_035143_UBijBXmQKx0.md
株,【新NISA】暴落ニュースは無視でOK！日々の株価に振り回されず「堅実に資産を増やす」方法。,投資家たいが【米国株で資産形成】,https://www.youtube.com/watch?v=GPp-x9nLUY0,✅ あり → 20260316_035311_GPp-x9nLUY0.md
株,日経平均歴代3位の下げ、日本株だけ落ちた理由教えろw【2chお金スレ】,お金の情報屋,https://www.youtube.com/watch?v=Yw-kATv1SbM,✅ あり → 20260316_035502_Yw-kATv1SbM.md
株,【2026年3月資産運用】3月の相場は？2月の日本株は強かったが米国株に暗雲…？レバ株をコツコツ利確する30代独身サラリーマンの投資戦略,30代の独身サラリーマンが30年間で総資産1億円を目指す活動記録,https://www.youtube.com/watch?v=VXfgjX7HMxw,✅ あり → 20260316_035627_VXfgjX7HMxw.md
