keyword,title,channel,url,idea
株,ホルムズ海峡リスク再燃|UAE港湾攻撃と日本株への影響を徹底解説,といといファイナンスラジオ,https://www.youtube.com/watch?v=puxk_BR4ST0,✅ あり → 20260316_052405_puxk_BR4ST0.md
株,【含み損2.1万】原油98ドルで米国株は地獄へ。最下位YSPYの崩壊と、有事に強いCEPIの奇跡【超高配当ETFのリアル】,証券アナリストのセミリタイア実験室,https://www.youtube.com/watch?v=Oo--89roz7w,✅ あり → 20260316_052541_Oo--89roz7w.md
株,【2026年3月2週目】日経平均先物下落で週明け注目必見の安定高配当銘柄「5選」紹介＆解説【日本株】,リアン 金の卵を産む鶏の庭師,https://www.youtube.com/watch?v=LdKFmW0zljQ,✅ あり → 20260316_052714_LdKFmW0zljQ.md
株,40代主婦の投資｜NISAと日本株のリアル【運用公開】,NANAHO,https://www.youtube.com/watch?v=VfRzmCkmJmU,✅ あり → 20260316_052844_VfRzmCkmJmU.md
株,【日本語吹き替え】義姉と養弟にハメられ、株も継承権も奪われた俺——だが追放されたその日から、俺の百億逆襲が始まった【華麗女帝の再生】,りんご映画,https://www.youtube.com/watch?v=SRl_3hrt3iU,✅ あり → 20260316_053056_SRl_3hrt3iU.md
株,【株も債券もダメになる？】スタグフレーションで金（ゴールド）が選ばれる７つの理由【1970年代との比較】,マネーキーパー@40代の分散投資,https://www.youtube.com/watch?v=X8DO-N0UUKY,✅ あり → 20260316_053249_X8DO-N0UUKY.md
株,【みずほレポート解説】中東危機で爆益を狙える「6つの恩恵セクター」と注目個別株・ETF【第三次オイルショック】　2026年3月15日,相場を観察するチャンネル,https://www.youtube.com/watch?v=cJ_9-TAzLdQ,✅ あり → 20260316_053413_cJ_9-TAzLdQ.md
株,【株TubeEXTRA】2026年3月16日～の注目9銘柄【前編】,Jumping Point!! の株Tube,https://www.youtube.com/watch?v=a7s5oY4_JTA,✅ あり → 20260316_053544_a7s5oY4_JTA.md
株,騙されたと思って始めてみろ！心がマジでラクになる配当株の真実【学べる動画】,いっかく,https://www.youtube.com/watch?v=8IrQo0LNiWM,✅ あり → 20260316_053726_8IrQo0LNiWM.md
株,【2chお金スレ】買えば買うほど人生が豊かになっていく優待株！永久保有確定の神銘柄が集結ｗ【2ch有益スレ】,รสิกา เขม้นงาน,https://www.youtube.com/watch?v=Q82xx5o9OR8,✅ あり → 20260316_053910_Q82xx5o9OR8.md
株,【割安】「1400ドル→3ドル」急転直下の銘柄に虎視眈々と狙う機関投資家！,”質問受付中”投資家【ある】のエヌビディア最前線,https://www.youtube.com/watch?v=p-Kf5ktlMP0,✅ あり → 20260316_054045_p-Kf5ktlMP0.md
株,【米国株オプション入門】小資金から大きな取引が可能！リスク限定で資金2〜3倍を狙うオプション戦略と実践的な買い方,江守哲の米国株投資チャンネル,https://www.youtube.com/watch?v=EE7BX5XJo_Q,✅ あり → 20260316_054309_EE7BX5XJo_Q.md
株,【50代以上は確認必須】これ知らないだけで生涯1000万円以上の差！米国株オワコン説！S P500最強神話の終焉！？トランプ方針転換×社債バブルのダブルパンチ…【ゆっくり解説】,ゆっくり資産戦略ラボ,https://www.youtube.com/watch?v=Zd3PnY9cHbQ,✅ あり → 20260316_054525_Zd3PnY9cHbQ.md
株,株を見直す,福山ヒロト　hiRoTo,https://www.youtube.com/watch?v=cbiIy7gGArA,✅ あり → 20260316_054627_cbiIy7gGArA.md
株,日経平均反発へ！上値目途56600円｜その後の本格下落3波を徹底解説【日経平均株価予想3/16～】,株よし,https://www.youtube.com/watch?v=5jEBBVTPn7Q,✅ あり → 20260316_054823_5jEBBVTPn7Q.md
